Press or Release,Key,Time
P,c,1735660001788
R,c,1735660001865
P,o,1735660001933
R,o,1735660002004
P,a,1735660002087
R,a,1735660002182
P,c,1735660002349
R,c,1735660002447
P,h,1735660002500
R,h,1735660002593
P,Key.space,1735660002909
R,Key.space,1735660002985
P,Key.backspace,1735660003799
R,Key.backspace,1735660003848
P,Key.backspace,1735660004299
R,Key.backspace,1735660004390
P,.,1735660004556
R,.,1735660004626
P,Key.enter,1735660005184
R,Key.enter,1735660005278
P,Key.backspace,1735660006139
R,Key.backspace,1735660006212
