user_id,platform_id,IL_Key.spacet_mean,IL_Key.spacet_median,IL_Key.spacet_q1,IL_Key.spacet_q3,IL_Key.spacet_std,IL_Key.spacea_mean,IL_Key.spacea_median,IL_Key.spacea_q1,IL_Key.spacea_q3,IL_Key.spacea_std,IL_sKey.space_mean,IL_sKey.space_median,IL_sKey.space_q1,IL_sKey.space_q3,IL_sKey.space_std,IL_he_mean,IL_he_median,IL_he_q1,IL_he_q3,IL_he_std,IL_dKey.space_mean,IL_dKey.space_median,IL_dKey.space_q1,IL_dKey.space_q3,IL_dKey.space_std,IL_tKey.space_mean,IL_tKey.space_median,IL_tKey.space_q1,IL_tKey.space_q3,IL_tKey.space_std,IL_Key.spaces_mean,IL_Key.spaces_median,IL_Key.spaces_q1,IL_Key.spaces_q3,IL_Key.spaces_std,IL_er_mean,IL_er_median,IL_er_q1,IL_er_q3,IL_er_std,IL_nKey.space_mean,IL_nKey.space_median,IL_nKey.space_q1,IL_nKey.space_q3,IL_nKey.space_std,IL_en_mean,IL_en_median,IL_en_q1,IL_en_q3,IL_en_std
02905a58d4d227f7db1be7407f133719,1,0.0001897432432432,0.0001175,6e-05,0.0002145,0.0002023050768809,0.0004284347826086,0.00044,0.0001325,0.0006395,0.0002797636707338,0.000108,6.2e-05,0.0,0.0001175,0.0001591584116532,7.773770491803278e-05,7.2e-05,5.2e-05,8.8e-05,7.384102329539777e-05,1.9966666666666663e-05,2e-06,-2.025e-05,2.75e-05,0.0001090923314518,5.739130434782609e-05,-1e-05,-4.95e-05,3.7e-05,0.0002068582604609,0.0004231428571428,0.0004615,0.00019625,0.000616,0.0002366610224782,6.36e-05,1.3e-05,0.0,1.8e-05,0.0001496104942843,0.0001173846153846,0.000112,9.8e-05,0.000127,8.785076214954773e-05,-3.0181818181818182e-05,-3.1e-05,-5.3e-05,0.0,3.272252490813685e-05
02905a58d4d227f7db1be7407f133719,2,0.0001926545454545,0.000118,5.2e-05,0.000196,0.0002439939448384,0.0003550833333333,0.0002465,0.00011875,0.0005315,0.0002735426072315,1.7e-05,2.45e-05,-8.25e-06,4.975e-05,3.976358707590221e-05,9.33404255319149e-05,7e-05,5.5e-05,8.300000000000001e-05,0.0001323053577073,2.1199999999999996e-06,0.0,-1.6e-05,1.4e-05,3.149380891540431e-05,6.159090909090909e-05,-6.5e-06,-4.3e-05,4.75e-05,0.0002270252050388,0.0003973684210526,0.000216,0.0001374999999999,0.000744,0.0003374303566871,0.0001392857142857,0.0,-9.5e-06,3.35e-05,0.0003591293705086,0.0001546428571428,0.0001145,0.000102,0.000127,0.0001761343923707,-4.8625e-05,-5.2e-05,-8.05e-05,-2.3250000000000003e-05,3.691665323013837e-05
02905a58d4d227f7db1be7407f133719,3,0.0001697962962962,0.000116,6.7e-05,0.00016125,0.0002051208920694,0.0002247826086956,0.000153,0.0001199999999999,0.0002749999999999,0.0001817127994995,3.1636363636363635e-05,4e-05,5e-07,5.1500000000000005e-05,3.07482445914323e-05,6.958695652173914e-05,7.1e-05,4.75e-05,8.8e-05,3.580662638051263e-05,3.2272727272727267e-06,0.0,-2.475e-05,2.925e-05,4.652283803546877e-05,-1.3157894736842106e-05,-2.4e-05,-7.500000000000001e-05,2.8e-05,8.391481339091893e-05,0.0003915384615384,0.000284,0.000188,0.000488,0.0003010206569281,4.571428571428573e-06,1e-06,-5e-06,2.4e-05,2.9090990259627026e-05,0.0001186923076923,0.00011,0.000105,0.000128,2.4557363510037117e-05,-4.5833333333333334e-05,-3.85e-05,-6.95e-05,-3.05e-05,3.9272551907577046e-05
03ed26062301e1ac6bbf94f3c03a7e56,1,0.0001422307692307,0.000145,0.000136,0.000161,3.577511669245782e-05,4.0625e-05,8e-06,-1.75e-06,4.175e-05,0.0001039479837867,9.368e-05,6.4e-05,3.6e-05,0.000121,9.836611882824966e-05,1.8800000000000003e-05,1.2e-05,1e-06,3.2e-05,2.55488327941387e-05,7.893333333333336e-05,5.2e-05,2.1e-05,0.00010575,0.0001029207707776,0.0001259,0.000112,6.4e-05,0.00015475,9.667545494976266e-05,0.0001535555555555,7.2e-05,4.8e-05,0.000316,0.0001539465094692,0.0001033846153846,0.00012,4e-05,0.000144,7.077492312669611e-05,0.0001299047619047,0.000112,0.000104,0.000128,7.604268851237755e-05,8.00625e-05,6.45e-05,4.6e-05,0.00010175,6.033845512330148e-05
03ed26062301e1ac6bbf94f3c03a7e56,2,0.0001906363636363,0.000128,0.0001085,0.000158,0.0001648989222082,6.293333333333334e-05,3.6e-05,1.25e-05,9.95e-05,8.008430082166691e-05,0.000116,7.2e-05,5.55e-05,0.000133,0.0001308648157451,8.16842105263158e-05,4e-05,1.6e-05,0.0001315,9.42408572822136e-05,5.604761904761904e-05,5.6e-05,2.3e-05,0.000113,5.746953644364655e-05,0.0001406875,0.000116,7.525e-05,0.00015625,0.0001152045691018,0.0001982,0.000168,2.775e-05,0.000354,0.0001950047292873,0.0001596923076923,0.000121,6e-05,0.000152,0.0002290503527667,0.0001476666666666,0.000112,0.000105,0.000121,0.0001363111636416,6.45e-05,6.4e-05,3.7000000000000005e-05,9.675e-05,4.288322035756287e-05
03ed26062301e1ac6bbf94f3c03a7e56,3,0.0001887333333333,0.000153,0.000132,0.000164,0.0001282845423639,6.341666666666666e-05,5.05e-05,2e-05,8.925e-05,6.941372451839155e-05,8.589285714285716e-05,8.45e-05,3.275e-05,0.00013,6.940932762896326e-05,5.188461538461539e-05,3.7000000000000005e-05,1.6e-05,5.675e-05,6.394705742914333e-05,6.769230769230768e-05,7.1e-05,4.8e-05,8.1e-05,3.798548980725977e-05,0.0001046923076923,0.000112,6.725e-05,0.000136,4.5330580610240795e-05,0.0001835555555555,0.000121,4.8e-05,0.000193,0.0001866046027775,0.0001168461538461,0.000128,6.4e-05,0.000139,7.166338692554954e-05,0.0001354545454545,0.000105,0.000104,0.000124,0.0001378523584392,0.0001347857142857,8.65e-05,6.025e-05,0.0001242499999999,0.0001884357383102
0861b0ed006001480dace0d4c6248f6b,1,0.0002910714285714,0.0002365,0.0001185,0.000353,0.000229609857831,0.0005656842105263,0.000652,0.0002425,0.0008129999999999,0.0003256477395782,0.0001006999999999,5.6e-05,2.625e-05,0.00010575,0.000166406264388,0.0002293448275862,0.000137,0.000103,0.000259,0.0002253477116214,5.370370370370371e-05,4.2e-05,2.2e-05,6.1000000000000005e-05,6.933575768279521e-05,9.371428571428572e-05,7.9e-05,6.4e-05,0.0001,5.9567728559298666e-05,0.0004255,0.000441,0.0002805,0.0005279999999999,0.0002103727643969,0.00013625,8.950000000000001e-05,7.575e-05,9.925e-05,0.0001336026446844,0.0002254285714285,0.000148,0.000132,0.000248,0.0001508103350001,0.0001573571428571,0.000121,0.00010525,0.00015025,0.000120136849623
0861b0ed006001480dace0d4c6248f6b,2,0.0004018571428571,0.000273,0.000226,0.000659,0.0002867724334231,0.0005273571428571,0.0005005,0.00033825,0.00068475,0.000261747576208,4.487878787878788e-05,3.9e-05,2e-05,6.7e-05,4.384900054145873e-05,0.0001643333333333,0.0001345,8.275e-05,0.00018725,0.0001263177399598,7.455172413793103e-05,3.9e-05,2.2e-05,8.6e-05,9.497728533214686e-05,9.17058823529412e-05,7.1e-05,5.2e-05,9.4e-05,5.8788566815625754e-05,0.000527,0.000531,0.000463,0.000579,0.0002464756580273,0.000127125,7.75e-05,7.35e-05,9.9e-05,0.0001921349785957,0.0001831052631578,0.000116,0.0001015,0.0001805,0.000167138297605,0.0001487222222222,0.00012,8.025e-05,0.000149,0.0001143769853215
0861b0ed006001480dace0d4c6248f6b,3,0.0004447999999999,0.000368,0.0001885,0.0007155,0.0002993870228879,0.0005144347826086,0.000517,0.0002315,0.000839,0.0003349427123454,5.75e-05,3.5e-05,1.475e-05,4.8e-05,0.0001137440108313,0.0001198529411764,9.35e-05,7.875e-05,0.00012525,9.045579276990944e-05,4.256666666666666e-05,3.6e-05,2.35e-05,6.450000000000001e-05,3.406351403636664e-05,9.076190476190475e-05,6.7e-05,5.4e-05,9.5e-05,5.904735791032884e-05,0.0004825714285714,0.000467,0.0004455,0.0005715,0.0001931949422585,9.90625e-05,7.950000000000001e-05,7.6e-05,0.0001005,6.843144379596269e-05,0.0001676874999999,0.0001355,0.0001077499999999,0.00016925,8.844110563910124e-05,0.0001157647058823,0.000132,6.6e-05,0.000144,6.007654431199075e-05
090e14f795db6d9fad9fc4ddd6ff5094,1,0.00040175,0.000312,0.0001805,0.0004095,0.0002954910012473,0.000351909090909,0.00029,0.0002205,0.0004374999999999,0.0002088618943443,0.0001867499999999,0.000157,0.0001185,0.00021325,0.0001598679482246,0.0001714999999999,0.0001515,9.725e-05,0.0002045,9.533338631064433e-05,0.0001458421052631,0.000126,7.9e-05,0.0001999999999999,8.688770732509015e-05,0.0001643333333333,0.000158,0.0001195,0.00022075,7.016646872497813e-05,0.0005986666666666,0.000475,0.000278,0.00094,0.000334574356459,0.000251,0.000146,0.000108,0.0003664999999999,0.0002117010470766,0.0001815555555555,0.000187,0.000138,0.000213,4.909967187036771e-05,0.0002973636363636,0.000226,0.000184,0.000373,0.0001744782351625
