user_id,platform_id,video_id,session_id,sequence_id,key1,key2,key1_press,key1_release,key2_press,key2_release,HL,IL,PL,RL,valid,error_description,key1_timestamp,outlier,device_type
40a5c0c29c7580d1e4593c4a149c836c,3,2,1,0,Key.ctrl,F3,1735660012723.0,1735660013242.0,1735660014074.0,,519.0,,,,False,Missing key2 release,1735660012723.0,False,desktop
40a5c0c29c7580d1e4593c4a149c836c,3,3,1,0,F2,F3,1735660013928.0,1735660014065.0,1735660014368.0,,137.0,,,,False,Missing key2 release,1735660013928.0,False,desktop
03ed26062301e1ac6bbf94f3c03a7e56,1,1,1,0,Key.alt,Key.shift,1735660058660.0,,1735660192368.0,1735660192615.0,,,,,False,Missing key1 release,1735660058660.0,False,desktop
03ed26062301e1ac6bbf94f3c03a7e56,1,1,2,0,Key.alt,Key.shift,1735660089376.0,,1735660091064.0,1735660091335.0,,,,,False,Missing key1 release,1735660089376.0,False,desktop
03ed26062301e1ac6bbf94f3c03a7e56,1,2,1,17,Key.space,Key.alt,1735660047326.0,1735660047414.0,1735660047557.0,,88.0,,,,False,Missing key2 release,1735660047326.0,False,desktop
03ed26062301e1ac6bbf94f3c03a7e56,1,2,1,18,Key.alt,Key.ctrl,1735660047557.0,,1735660049686.0,1735660049950.0,,,,,False,Missing key1 release,1735660047557.0,False,desktop
03ed26062301e1ac6bbf94f3c03a7e56,1,2,2,19,Key.space,Key.alt,1735660016027.0,1735660016115.0,1735660016323.0,,88.0,,,,False,Missing key2 release,1735660016027.0,False,desktop
03ed26062301e1ac6bbf94f3c03a7e56,1,2,2,20,Key.alt,e,1735660016323.0,,1735660017539.0,1735660017627.0,,,,,False,Missing key1 release,1735660016323.0,False,desktop
03ed26062301e1ac6bbf94f3c03a7e56,1,3,1,0,Key.alt,Key.shift,1735660002312.0,,1735660089291.0,1735660089623.0,,,,,False,Missing key1 release,1735660002312.0,False,desktop
03ed26062301e1ac6bbf94f3c03a7e56,1,3,2,16,Key.space,Key.alt,1735660043487.0,1735660043607.0,1735660043743.0,,120.0,,,,False,Missing key2 release,1735660043487.0,False,desktop
03ed26062301e1ac6bbf94f3c03a7e56,1,3,2,17,Key.alt,e,1735660043743.0,,1735660044799.0,1735660044903.0,,,,,False,Missing key1 release,1735660043743.0,False,desktop
03ed26062301e1ac6bbf94f3c03a7e56,2,1,1,0,Key.alt,Key.shift,1735660010828.0,,1735660075547.0,1735660075923.0,,,,,False,Missing key1 release,1735660010828.0,False,desktop
03ed26062301e1ac6bbf94f3c03a7e56,2,1,2,0,Key.alt,Key.shift,1735660001755.0,,1735660038015.0,1735660038367.0,,,,,False,Missing key1 release,1735660001755.0,False,desktop
03ed26062301e1ac6bbf94f3c03a7e56,2,2,1,190,Key.tab,Key.alt,1735660143903.0,1735660143998.0,1735660155955.0,,95.0,,,,False,Missing key2 release,1735660143903.0,False,desktop
03ed26062301e1ac6bbf94f3c03a7e56,2,2,1,191,Key.alt,Key.space,1735660155955.0,,1735660190491.0,1735660190610.0,,,,,False,Missing key1 release,1735660155955.0,False,desktop
03ed26062301e1ac6bbf94f3c03a7e56,2,2,2,5,Key.space,Key.alt,1735660039204.0,1735660039300.0,1735660039267.0,,96.0,,,,False,Missing key2 release,1735660039204.0,False,desktop
03ed26062301e1ac6bbf94f3c03a7e56,2,2,2,6,Key.alt,Key.shift,1735660039267.0,,1735660041028.0,1735660041291.0,,,,,False,Missing key1 release,1735660039267.0,False,desktop
03ed26062301e1ac6bbf94f3c03a7e56,2,3,1,0,Key.alt,Key.shift,1735660003314.0,,1735660005946.0,1735660006250.0,,,,,False,Missing key1 release,1735660003314.0,False,desktop
03ed26062301e1ac6bbf94f3c03a7e56,2,3,2,0,Key.alt,Key.shift,1735660001432.0,,1735660140228.0,1735660141283.0,,,,,False,Missing key1 release,1735660001432.0,False,desktop
03ed26062301e1ac6bbf94f3c03a7e56,3,1,1,41,.,Key.alt,1735660036551.0,1735660036623.0,1735660036831.0,,72.0,,,,False,Missing key2 release,1735660036551.0,False,desktop
03ed26062301e1ac6bbf94f3c03a7e56,3,1,1,42,Key.alt,Key.space,1735660036831.0,,1735660053083.0,1735660053186.0,,,,,False,Missing key1 release,1735660036831.0,False,desktop
03ed26062301e1ac6bbf94f3c03a7e56,3,1,2,15,Key.space,Key.alt,1735660074635.0,1735660074747.0,1735660074915.0,,112.0,,,,False,Missing key2 release,1735660074635.0,False,desktop
03ed26062301e1ac6bbf94f3c03a7e56,3,1,2,16,Key.alt,i,1735660074915.0,,1735660076235.0,1735660076315.0,,,,,False,Missing key1 release,1735660074915.0,False,desktop
03ed26062301e1ac6bbf94f3c03a7e56,3,2,1,179,Key.space,Key.alt,1735660113750.0,1735660113838.0,1735660113903.0,,88.0,,,,False,Missing key2 release,1735660113750.0,False,desktop
03ed26062301e1ac6bbf94f3c03a7e56,3,2,1,180,Key.alt,o,1735660113903.0,,1735660115574.0,1735660115654.0,,,,,False,Missing key1 release,1735660113903.0,False,desktop
03ed26062301e1ac6bbf94f3c03a7e56,3,2,2,0,Key.alt,Key.shift,1735660000907.0,,1735660016880.0,1735660017054.0,,,,,False,Missing key1 release,1735660000907.0,False,desktop
03ed26062301e1ac6bbf94f3c03a7e56,3,3,1,0,Key.alt,Key.shift,1735660020388.0,,1735660021563.0,1735660022187.0,,,,,False,Missing key1 release,1735660020388.0,False,desktop
03ed26062301e1ac6bbf94f3c03a7e56,3,3,2,0,Key.alt,Key.shift,1735660002638.0,,1735660003902.0,1735660004734.0,,,,,False,Missing key1 release,1735660002638.0,False,desktop
89c853cabdef64b04bbde99e04b06927,1,1,1,179,c,Key.ctrl,1735660138777.0,1735660138969.0,1735660139191.0,,192.0,,,,False,Missing key2 release,1735660138777.0,False,desktop
89c853cabdef64b04bbde99e04b06927,1,1,1,180,Key.ctrl,g,1735660139191.0,,1735660139529.0,,,,,,False,Missing key1 release; Missing key2 release,1735660139191.0,False,desktop
89c853cabdef64b04bbde99e04b06927,1,2,2,0,Key.ctrl,g,1735660013380.0,,1735660013988.0,1735660033779.0,,,,,False,Missing key1 release,1735660013380.0,False,desktop
89c853cabdef64b04bbde99e04b06927,1,3,1,0,Key.ctrl,g,1735660022088.0,1735660072023.0,1735660022740.0,,49935.0,,,,False,Missing key2 release,1735660022088.0,False,desktop
89c853cabdef64b04bbde99e04b06927,1,3,1,1,g,Key.backspace,1735660022740.0,,1735660076039.0,1735660076165.0,,,,,False,Missing key1 release,1735660022740.0,False,desktop
89c853cabdef64b04bbde99e04b06927,1,3,2,0,Key.ctrl,f,1735660021699.0,,1735660022450.0,,,,,,False,Missing key1 release; Missing key2 release,1735660021699.0,False,desktop
89c853cabdef64b04bbde99e04b06927,2,1,1,0,Key.ctrl,g,1735660003945.0,,1735660004519.0,,,,,,False,Missing key1 release; Missing key2 release,1735660003945.0,False,desktop
89c853cabdef64b04bbde99e04b06927,2,1,1,1,g,Key.backspace,1735660004519.0,,1735660015080.0,1735660015256.0,,,,,False,Missing key1 release,1735660004519.0,False,desktop
89c853cabdef64b04bbde99e04b06927,2,1,2,0,Key.ctrl,g,1735660001610.0,,1735660001929.0,,,,,,False,Missing key1 release; Missing key2 release,1735660001610.0,False,desktop
89c853cabdef64b04bbde99e04b06927,2,1,2,1,g,Key.backspace,1735660001929.0,,1735660023466.0,1735660023659.0,,,,,False,Missing key1 release,1735660001929.0,False,desktop
89c853cabdef64b04bbde99e04b06927,2,2,2,0,Key.ctrl,g,1735660027961.0,,1735660028565.0,,,,,,False,Missing key1 release; Missing key2 release,1735660027961.0,False,desktop
89c853cabdef64b04bbde99e04b06927,2,3,1,0,Key.ctrl,g,1735660027863.0,,1735660028214.0,,,,,,False,Missing key1 release; Missing key2 release,1735660027863.0,False,desktop
89c853cabdef64b04bbde99e04b06927,2,3,2,0,Key.ctrl,g,1735660009672.0,,1735660010248.0,,,,,,False,Missing key1 release; Missing key2 release,1735660009672.0,False,desktop
89c853cabdef64b04bbde99e04b06927,3,1,1,0,Key.ctrl,g,1735660003447.0,,1735660003862.0,,,,,,False,Missing key1 release; Missing key2 release,1735660003447.0,False,desktop
89c853cabdef64b04bbde99e04b06927,3,1,2,0,Key.ctrl,g,1735660017629.0,,1735660018029.0,1735660040859.0,,,,,False,Missing key1 release,1735660017629.0,False,desktop
89c853cabdef64b04bbde99e04b06927,3,2,1,211,Key.ctrl,g,1735660092122.0,1735660099129.0,1735660092424.0,,7007.0,,,,False,Missing key2 release,1735660092122.0,False,desktop
89c853cabdef64b04bbde99e04b06927,3,2,1,212,g,c,1735660092424.0,,1735660098791.0,1735660099017.0,,,,,False,Missing key1 release,1735660092424.0,False,desktop
89c853cabdef64b04bbde99e04b06927,3,2,2,0,Key.ctrl,g,1735660018882.0,,1735660019440.0,,,,,,False,Missing key1 release; Missing key2 release,1735660018882.0,False,desktop
89c853cabdef64b04bbde99e04b06927,3,3,1,1,v,Key.ctrl,1735660015368.0,1735660015866.0,1735660017369.0,,498.0,,,,False,Missing key2 release,1735660015368.0,False,desktop
89c853cabdef64b04bbde99e04b06927,3,3,1,2,Key.ctrl,g,1735660017369.0,,1735660017688.0,,,,,,False,Missing key1 release; Missing key2 release,1735660017369.0,False,desktop
89c853cabdef64b04bbde99e04b06927,3,3,2,0,Key.ctrl,g,1735660008440.0,,1735660008920.0,,,,,,False,Missing key1 release; Missing key2 release,1735660008440.0,False,desktop
09ff604f50d6b3b9782b0adc1619ddb8,1,1,1,0,Key.ctrl,g,1735660166739.0,,1735660167280.0,,,,,,False,Missing key1 release; Missing key2 release,1735660166739.0,False,desktop
09ff604f50d6b3b9782b0adc1619ddb8,1,1,2,0,Key.ctrl,g,1735660001470.0,1735660018236.0,1735660001933.0,,16766.0,,,,False,Missing key2 release,1735660001470.0,False,desktop
09ff604f50d6b3b9782b0adc1619ddb8,1,1,2,1,g,Key.down,1735660001933.0,,1735660011580.0,1735660011788.0,,,,,False,Missing key1 release,1735660001933.0,False,desktop
09ff604f50d6b3b9782b0adc1619ddb8,1,2,1,0,Key.ctrl,g,1735660123617.0,,1735660124017.0,,,,,,False,Missing key1 release; Missing key2 release,1735660123617.0,False,desktop
09ff604f50d6b3b9782b0adc1619ddb8,1,2,2,0,Key.ctrl,g,1735660002646.0,1735660021314.0,1735660003648.0,,18668.0,,,,False,Missing key2 release,1735660002646.0,False,desktop
09ff604f50d6b3b9782b0adc1619ddb8,1,2,2,1,g,Key.shift,1735660003648.0,,1735660015491.0,1735660018993.0,,,,,False,Missing key1 release,1735660003648.0,False,desktop
09ff604f50d6b3b9782b0adc1619ddb8,1,3,1,2,Key.ctrl,g,1735660003890.0,1735660029874.0,1735660004241.0,,25984.0,,,,False,Missing key2 release,1735660003890.0,False,desktop
09ff604f50d6b3b9782b0adc1619ddb8,1,3,1,3,g,Home,1735660004241.0,,1735660014801.0,1735660014914.0,,,,,False,Missing key1 release,1735660004241.0,False,desktop
09ff604f50d6b3b9782b0adc1619ddb8,1,3,2,0,Key.ctrl,g,1735660031191.0,,1735660031922.0,,,,,,False,Missing key1 release; Missing key2 release,1735660031191.0,False,desktop
09ff604f50d6b3b9782b0adc1619ddb8,2,1,1,0,Key.ctrl,Key.ctrl,1735660060471.0,1735660060823.0,1735660062007.0,,352.0,,,,False,Missing key2 release,1735660060471.0,False,desktop
09ff604f50d6b3b9782b0adc1619ddb8,2,1,1,1,Key.ctrl,g,1735660062007.0,,1735660062358.0,,,,,,False,Missing key1 release; Missing key2 release,1735660062007.0,False,desktop
09ff604f50d6b3b9782b0adc1619ddb8,2,1,2,0,Key.ctrl,g,1735660002895.0,1735660008495.0,1735660003287.0,,5600.0,,,,False,Missing key2 release,1735660002895.0,False,desktop
09ff604f50d6b3b9782b0adc1619ddb8,2,1,2,1,g,v,1735660003287.0,,1735660008416.0,1735660008511.0,,,,,False,Missing key1 release,1735660003287.0,False,desktop
09ff604f50d6b3b9782b0adc1619ddb8,2,1,2,2,v,Key.ctrl,1735660008416.0,1735660008511.0,1735660010501.0,,95.0,,,,False,Missing key2 release,1735660008416.0,False,desktop
09ff604f50d6b3b9782b0adc1619ddb8,2,1,2,3,Key.ctrl,Key.backspace,1735660010501.0,,1735660018224.0,1735660025570.0,,,,,False,Missing key1 release,1735660010501.0,False,desktop
09ff604f50d6b3b9782b0adc1619ddb8,2,2,1,0,Key.ctrl,g,1735660016111.0,,1735660016461.0,,,,,,False,Missing key1 release; Missing key2 release,1735660016111.0,False,desktop
09ff604f50d6b3b9782b0adc1619ddb8,2,2,2,1,v,Key.ctrl,1735660003600.0,1735660003792.0,1735660004849.0,,192.0,,,,False,Missing key2 release,1735660003600.0,False,desktop
09ff604f50d6b3b9782b0adc1619ddb8,2,2,2,2,Key.ctrl,g,1735660004849.0,,1735660005810.0,,,,,,False,Missing key1 release; Missing key2 release,1735660004849.0,False,desktop
09ff604f50d6b3b9782b0adc1619ddb8,2,2,2,3,g,Key.up,1735660005810.0,,1735660013935.0,1735660014064.0,,,,,False,Missing key1 release,1735660005810.0,False,desktop
09ff604f50d6b3b9782b0adc1619ddb8,2,3,1,0,Key.ctrl,g,1735660001645.0,1735660009148.0,1735660002204.0,,7503.0,,,,False,Missing key2 release,1735660001645.0,False,desktop
09ff604f50d6b3b9782b0adc1619ddb8,2,3,1,1,g,v,1735660002204.0,,1735660009020.0,1735660009163.0,,,,,False,Missing key1 release,1735660002204.0,False,desktop
09ff604f50d6b3b9782b0adc1619ddb8,2,3,2,0,Key.ctrl,g,1735660015501.0,,1735660016168.0,,,,,,False,Missing key1 release; Missing key2 release,1735660015501.0,False,desktop
09ff604f50d6b3b9782b0adc1619ddb8,3,1,1,0,Key.ctrl,g,1735660011599.0,,1735660011966.0,,,,,,False,Missing key1 release; Missing key2 release,1735660011599.0,False,desktop
09ff604f50d6b3b9782b0adc1619ddb8,3,1,2,0,Key.ctrl,g,1735660001882.0,,1735660002181.0,,,,,,False,Missing key1 release; Missing key2 release,1735660001882.0,False,desktop
09ff604f50d6b3b9782b0adc1619ddb8,3,2,1,0,Key.ctrl,g,1735660001581.0,,1735660002039.0,,,,,,False,Missing key1 release; Missing key2 release,1735660001581.0,False,desktop
09ff604f50d6b3b9782b0adc1619ddb8,3,2,2,0,Key.ctrl,g,1735660021649.0,,1735660022105.0,,,,,,False,Missing key1 release; Missing key2 release,1735660021649.0,False,desktop
09ff604f50d6b3b9782b0adc1619ddb8,3,3,1,1,v,Key.ctrl,1735660019510.0,1735660020011.0,1735660021126.0,,501.0,,,,False,Missing key2 release,1735660019510.0,False,desktop
09ff604f50d6b3b9782b0adc1619ddb8,3,3,1,2,Key.ctrl,g,1735660021126.0,,1735660021702.0,,,,,,False,Missing key1 release; Missing key2 release,1735660021126.0,False,desktop
09ff604f50d6b3b9782b0adc1619ddb8,3,3,2,0,Key.ctrl,g,1735660011758.0,,1735660012223.0,,,,,,False,Missing key1 release; Missing key2 release,1735660011758.0,False,desktop
0a33d72cd1ea41a33634db135928cc0d,1,1,1,0,Key.ctrl,g,1735660077825.0,,1735660078224.0,,,,,,False,Missing key1 release; Missing key2 release,1735660077825.0,False,desktop
0a33d72cd1ea41a33634db135928cc0d,1,1,1,1,g,Key.space,1735660078224.0,,1735660089775.0,1735660089951.0,,,,,False,Missing key1 release,1735660078224.0,False,desktop
0a33d72cd1ea41a33634db135928cc0d,1,1,2,1,v,Key.ctrl,1735660002202.0,1735660002724.0,1735660002891.0,,522.0,,,,False,Missing key2 release,1735660002202.0,False,desktop
0a33d72cd1ea41a33634db135928cc0d,1,1,2,2,Key.ctrl,g,1735660002891.0,,1735660003370.0,,,,,,False,Missing key1 release; Missing key2 release,1735660002891.0,False,desktop
0a33d72cd1ea41a33634db135928cc0d,1,2,1,0,Key.ctrl,g,1735660068663.0,,1735660069078.0,,,,,,False,Missing key1 release; Missing key2 release,1735660068663.0,False,desktop
0a33d72cd1ea41a33634db135928cc0d,1,2,2,0,Key.ctrl,g,1735660001876.0,,1735660002495.0,,,,,,False,Missing key1 release; Missing key2 release,1735660001876.0,False,desktop
0a33d72cd1ea41a33634db135928cc0d,1,3,1,0,Key.ctrl,g,1735660088388.0,,1735660088785.0,,,,,,False,Missing key1 release; Missing key2 release,1735660088388.0,False,desktop
0a33d72cd1ea41a33634db135928cc0d,1,3,2,0,Key.ctrl,g,1735660001948.0,,1735660002362.0,,,,,,False,Missing key1 release; Missing key2 release,1735660001948.0,False,desktop
0a33d72cd1ea41a33634db135928cc0d,2,1,1,0,Key.ctrl,g,1735660004425.0,,1735660004775.0,,,,,,False,Missing key1 release; Missing key2 release,1735660004425.0,False,desktop
0a33d72cd1ea41a33634db135928cc0d,2,1,2,0,Key.ctrl,g,1735660017666.0,,1735660018049.0,,,,,,False,Missing key1 release; Missing key2 release,1735660017666.0,False,desktop
0a33d72cd1ea41a33634db135928cc0d,2,2,1,0,Key.ctrl,g,1735660125145.0,,1735660125448.0,,,,,,False,Missing key1 release; Missing key2 release,1735660125145.0,False,desktop
0a33d72cd1ea41a33634db135928cc0d,2,2,2,6,Key.ctrl,g,1735660119398.0,1735660130889.0,1735660120693.0,,11491.0,,,,False,Missing key2 release,1735660119398.0,False,desktop
0a33d72cd1ea41a33634db135928cc0d,2,2,2,7,g,x,1735660120693.0,,1735660130645.0,1735660130890.0,,,,,False,Missing key1 release,1735660120693.0,False,desktop
0a33d72cd1ea41a33634db135928cc0d,2,3,1,0,Key.ctrl,g,1735660012830.0,,1735660013333.0,,,,,,False,Missing key1 release; Missing key2 release,1735660012830.0,False,desktop
0a33d72cd1ea41a33634db135928cc0d,2,3,2,2,Key.ctrl,g,1735660012896.0,1735660028705.0,1735660013234.0,,15809.0,,,,False,Missing key2 release,1735660012896.0,False,desktop
0a33d72cd1ea41a33634db135928cc0d,2,3,2,3,g,x,1735660013234.0,,1735660028480.0,1735660028688.0,,,,,False,Missing key1 release,1735660013234.0,False,desktop
0a33d72cd1ea41a33634db135928cc0d,3,1,1,0,Key.ctrl,g,1735660031823.0,,1735660032178.0,,,,,,False,Missing key1 release; Missing key2 release,1735660031823.0,False,desktop
0a33d72cd1ea41a33634db135928cc0d,3,1,2,0,Key.ctrl,g,1735660002588.0,,1735660003019.0,,,,,,False,Missing key1 release; Missing key2 release,1735660002588.0,False,desktop
0a33d72cd1ea41a33634db135928cc0d,3,2,1,0,Key.ctrl,g,1735660024066.0,,1735660024382.0,,,,,,False,Missing key1 release; Missing key2 release,1735660024066.0,False,desktop
0a33d72cd1ea41a33634db135928cc0d,3,2,2,0,Key.ctrl,g,1735660002259.0,,1735660002830.0,,,,,,False,Missing key1 release; Missing key2 release,1735660002259.0,False,desktop
0a33d72cd1ea41a33634db135928cc0d,3,3,1,0,Key.ctrl,g,1735660012335.0,,1735660012718.0,,,,,,False,Missing key1 release; Missing key2 release,1735660012335.0,False,desktop
0a33d72cd1ea41a33634db135928cc0d,3,3,2,0,Key.ctrl,g,1735660001121.0,,1735660001905.0,,,,,,False,Missing key1 release; Missing key2 release,1735660001121.0,False,desktop
37578655612f9968585f5f785712ddaa,1,1,1,0,F3,Key.backspace,1735660197712.0,,1735660205727.0,1735660205931.0,,,,,False,Missing key1 release,1735660197712.0,False,desktop
37578655612f9968585f5f785712ddaa,1,2,1,0,F3,Key.backspace,1735660011754.0,,1735660035384.0,1735660035568.0,,,,,False,Missing key1 release,1735660011754.0,False,desktop
37578655612f9968585f5f785712ddaa,2,1,1,0,F3,Key.backspace,1735660050574.0,,1735660061502.0,1735660061621.0,,,,,False,Missing key1 release,1735660050574.0,False,desktop
37578655612f9968585f5f785712ddaa,3,1,1,0,F3,Key.backspace,1735660014738.0,,1735660028393.0,1735660028609.0,,,,,False,Missing key1 release,1735660014738.0,False,desktop
37578655612f9968585f5f785712ddaa,3,2,2,0,F3,Key.space,1735660009153.0,,1735660030393.0,1735660030539.0,,,,,False,Missing key1 release,1735660009153.0,False,desktop
37578655612f9968585f5f785712ddaa,3,3,1,1,v,F3,1735660014583.0,1735660014853.0,1735660017647.0,,270.0,,,,False,Missing key2 release,1735660014583.0,False,desktop
