user_id,platform_id,session_id,IL_eKey.space_mean,IL_eKey.space_median,IL_eKey.space_q1,IL_eKey.space_q3,IL_eKey.space_std,IL_Key.spacet_mean,IL_Key.spacet_median,IL_Key.spacet_q1,IL_Key.spacet_q3,IL_Key.spacet_std,IL_th_mean,IL_th_median,IL_th_q1,IL_th_q3,IL_th_std,IL_Key.spacea_mean,IL_Key.spacea_median,IL_Key.spacea_q1,IL_Key.spacea_q3,IL_Key.spacea_std,IL_sKey.space_mean,IL_sKey.space_median,IL_sKey.space_q1,IL_sKey.space_q3,IL_sKey.space_std,IL_dKey.space_mean,IL_dKey.space_median,IL_dKey.space_q1,IL_dKey.space_q3,IL_dKey.space_std,IL_he_mean,IL_he_median,IL_he_q1,IL_he_q3,IL_he_std,IL_tKey.space_mean,IL_tKey.space_median,IL_tKey.space_q1,IL_tKey.space_q3,IL_tKey.space_std
2d94fed3d99ee3fa9d56e8b9896c7c51,1,2,7.700000000000001e-05,4.05e-05,3.125e-05,8e-05,0.0001650723477751,0.0003524,0.000377,0.00011625,0.000504,0.0002648342039003,-3.682352941176471e-05,-3.3e-05,-6.4e-05,-1.5e-05,3.4055534231086525e-05,0.0001961111111111,8e-05,3.2e-05,0.000352,0.0002559670117634,-9.705882352941176e-06,-1.6e-05,-3.2e-05,1e-06,4.08545663082512e-05,8.553333333333334e-05,4.9e-05,3.2500000000000004e-05,7.2e-05,0.0001223180086417,4.0125e-05,4.05e-05,1.2e-05,6.8e-05,3.484417694058315e-05,4.5416666666666675e-05,8e-06,-1.6e-05,4.4e-05,0.0001104391715201
2d94fed3d99ee3fa9d56e8b9896c7c51,2,1,3.9000000000000006e-05,3.3e-05,0.0,6.4e-05,5.231061077831151e-05,0.0002957272727272,0.000144,7.15e-05,0.0004649999999999,0.0003000896835644,-1.25e-05,-2.5e-05,-4.8e-05,2.675e-05,5.4647802818971384e-05,0.0001454166666666,7.999999999999999e-05,5.6e-05,0.00014825,0.0002326407524424,3.5047619047619045e-05,1.3e-05,-1.8e-05,6.4e-05,8.929472335500917e-05,5.981818181818182e-05,6.4e-05,3.2e-05,8.1e-05,4.095563009359808e-05,5.4466666666666665e-05,4.8e-05,4.05e-05,6.45e-05,4.582243160391249e-05,2.8571428571428578e-05,1.6e-05,2.5e-07,6.4e-05,5.110579417054585e-05
2d94fed3d99ee3fa9d56e8b9896c7c51,2,2,6.48e-05,4.8e-05,3.2e-05,7.9e-05,8.454436705067937e-05,0.000285,0.000168,4.4e-05,0.000504,0.0003120299130959,-6.533333333333333e-06,-3.2e-05,-6.45e-05,2.4e-05,8.930434853167379e-05,0.0002324166666666,4.1e-05,2.825e-05,0.000424,0.0003078681708232,1.833333333333334e-05,0.0,-3.2e-05,1.6499999999999998e-05,0.0001096870005754,6.242105263157894e-05,4.8e-05,2.45e-05,0.000104,6.039528659816802e-05,5.2e-05,4.8e-05,3.2e-05,7.925e-05,2.750867631725076e-05,6.7e-06,0.0,-1.2e-05,1.225e-05,2.970241292106305e-05
2d94fed3d99ee3fa9d56e8b9896c7c51,3,1,6.62e-05,4.8e-05,2.45e-05,8.05e-05,6.801701467805159e-05,0.0003762,0.000233,4.8e-05,0.000716,0.0004158719888512,5.818181818181818e-06,-1.7e-05,-5.55e-05,5e-07,0.0001153991492012,0.0001848181818181,0.000112,4e-05,0.0002405,0.0002043711418874,3.9333333333333345e-05,3.2e-05,0.0,7.950000000000001e-05,5.440544440543043e-05,0.0001059,5.65e-05,3.2e-05,8.875e-05,0.0001515251720928,4.2999999999999995e-05,4e-05,1.225e-05,8.025e-05,5.813463996307506e-05,6.0799999999999994e-05,3.9e-05,4e-06,4.8e-05,0.0001022402399579
2d94fed3d99ee3fa9d56e8b9896c7c51,3,2,6.941666666666667e-05,3.2e-05,1.675e-05,5.225e-05,0.0001379353713398,0.000231,9.6e-05,3.2e-05,0.000232,0.0003496688910002,-4.7e-05,-4.85e-05,-8.375e-05,0.0,4.1043066811988274e-05,0.0001472352941176,6.6e-05,3.2e-05,0.000176,0.0001860475508478,3.126666666666668e-05,0.0,-2.4e-05,4.0499999999999995e-05,0.0001052347489233,4.255555555555556e-05,3.8e-05,3.2e-05,6.025e-05,2.7517314810480416e-05,4.26e-05,4.7e-05,3.2e-05,4.85e-05,2.1460262280383648e-05,-3.6363636363636387e-07,0.0,-1.75e-05,1.6e-05,2.612383098732928e-05
3b748a1fdbb41baaa95bc3f44a5e7cfa,1,1,0.0001645357142857,7.7e-05,2.9e-05,0.00023225,0.0001866838250333,0.0004712727272727,0.00035,0.0002395,0.0007005,0.0002886070307213,0.0001602631578947,0.000158,0.0001435,0.000187,5.203827875843273e-05,0.000452,0.0004185,0.00029325,0.000608,0.0002492268043369,4.669230769230769e-05,4.5e-05,6e-06,6.6e-05,4.4833738440644254e-05,0.0001026923076923,3.5e-05,2.5e-05,8.7e-05,0.0002303393817158,0.0002657142857142,0.0002405,0.0002125,0.0002985,0.0001012897052794,0.000222,0.000222,0.0001815,0.0002625,0.0001145512985522
3b748a1fdbb41baaa95bc3f44a5e7cfa,1,2,5.165e-05,1.4e-05,-1.75e-06,4.175e-05,0.0001213621266683,0.0004219999999999,0.000325,0.000271,0.0005329999999999,0.0002105413656901,0.0002192307692307,0.000167,0.000153,0.000216,0.000120457567803,0.0006373333333333,0.0006659999999999,0.0003505,0.00094175,0.0003454357634447,7.511111111111111e-05,6.2e-05,4.4e-05,7.9e-05,0.0001032925994982,5.366666666666668e-05,3.3e-05,2.2e-05,5.2e-05,6.24039261585359e-05,0.000275,0.000287,0.0001735,0.00033,0.0001203744158864,0.00023875,0.0001554999999999,0.00015225,0.000242,0.0001742514944938
3b748a1fdbb41baaa95bc3f44a5e7cfa,2,1,4.483999999999999e-05,3.2e-05,-9e-06,6.9e-05,8.291445390682295e-05,0.000483,0.000416,0.000372,0.0004765,0.0002263214528055,0.0001831176470588,0.00019,0.000158,0.000208,4.353142880859354e-05,0.0003457142857142,0.000191,0.000188,0.000376,0.0002889231237346,6.98e-05,6.15e-05,3.05e-05,0.0001045,6.079802628375365e-05,8.557142857142856e-05,7.7e-05,4.425e-05,0.0001405,8.626320570985441e-05,0.0002890588235294,0.000254,0.000203,0.000324,0.0001261697619222,0.00018,0.00018,0.00018,0.00018,0.0
3b748a1fdbb41baaa95bc3f44a5e7cfa,2,2,8.296666666666665e-05,4.25e-05,1e-05,6.075e-05,0.000145746232774,0.00051375,0.0003974999999999,0.000324,0.0007182499999999,0.0002637389131048,0.0001684999999999,0.000168,0.0001515,0.0001864999999999,3.69587252001615e-05,0.0003028181818181,0.000237,0.000175,0.0003705,0.0002167190892292,0.0001267333333333,7.7e-05,5.45e-05,0.000185,0.0001191951980496,0.0001384375,7.400000000000001e-05,2.375e-05,0.00013425,0.0002077273754226,0.0002484444444444,0.0002504999999999,0.0002105,0.0002715,4.324787954301714e-05,0.0001502857142857,0.000142,0.000137,0.0001605,2.3844735867092945e-05
3b748a1fdbb41baaa95bc3f44a5e7cfa,3,1,6.375e-05,2.65e-05,1.125e-05,5.55e-05,0.0001550448041836,0.00066225,0.000739,0.0005695,0.00083175,0.0002881855594346,0.0001736666666666,0.00016,0.000145,0.0001945,3.578640337707419e-05,0.0004443333333333,0.000484,0.000353,0.0005555,0.0002053931190019,8.049999999999999e-05,5.5e-05,2.275e-05,0.00012775,0.0001046261743715,0.0001435,0.0001089999999999,1.925e-05,0.00015575,0.0001793950150605,0.000312,0.00027,0.000207,0.000303,0.0002013972028935,0.0001619999999999,0.0001619999999999,0.0001605,0.0001635,4.2426406871192925e-06
3b748a1fdbb41baaa95bc3f44a5e7cfa,3,2,0.00011485,4.65e-05,2.4e-05,8.125000000000001e-05,0.0002042656358764,0.0005313846153846,0.000369,0.000279,0.00081,0.0002964704983809,0.0001639999999999,0.00016,0.000143,0.0001725,3.199553540283841e-05,0.0003303636363636,0.000254,0.0002109999999999,0.000401,0.0001633360172939,9.733333333333336e-05,4.6e-05,3.95e-05,9.55e-05,0.0001522685028812,6.326666666666667e-05,2.9e-05,9e-06,9.95e-05,0.0001057094850904,0.0003040999999999,0.000279,0.0002385,0.0003444999999999,0.0001230523375551,0.0001642,0.000175,0.000169,0.000176,2.880451353520833e-05
44251858f1bd6a904ad5c26e55508fb4,1,1,0.0001863076923076,0.000119,8e-05,0.000152,0.0002334913933515,0.000466,0.00023,0.0002195,0.0005945,0.00042707961787,0.0001301428571428,0.000123,0.0001035,0.0001405,4.5736304221149354e-05,0.0002596363636363,0.000219,0.0001785,0.000283,0.0001310818620002,0.0001119999999999,0.000113,0.000101,0.000119,2.3916521486202795e-05,0.000179,0.00017,8.8e-05,0.00018,0.0001286244533516,0.00031225,0.0002015,0.00014775,0.000366,0.0002687084851656,0.0002212222222222,0.000177,0.000154,0.000301,8.678101430868646e-05
44251858f1bd6a904ad5c26e55508fb4,1,2,0.0001511904761904,0.000123,0.000101,0.000149,0.0001557756781553,0.000446909090909,0.000359,0.000276,0.000583,0.0002085864111323,0.0001296666666666,0.000132,0.00012,0.00014,1.235338255726182e-05,0.0004218333333333,0.000225,0.00021225,0.00065025,0.000348408620253,0.000145375,0.0001125,7.9e-05,0.00019925,8.789106487985162e-05,0.0001311428571428,0.000102,8.950000000000001e-05,0.000178,5.6221077220287445e-05,0.000168,0.00017,0.00012325,0.00021475,6.263651757029068e-05,0.0003145,0.0001925,0.00014975,0.0003064999999999,0.0002910768185302
44251858f1bd6a904ad5c26e55508fb4,2,1,0.0001728461538461,0.000111,8e-05,0.000152,0.0001772553930321,0.0003576,0.00025,0.000207,0.000548,0.0002040546495427,0.000145,0.000141,0.0001309999999999,0.00014575,2.237558192911788e-05,0.00035775,0.000307,0.00019525,0.000404,0.0002512796793867,0.0001126,0.000115,9.2e-05,0.000119,2.388095475478315e-05,0.0001270909090909,0.000111,8.549999999999999e-05,0.0001515,5.454256052928676e-05,0.0002306,0.00022,0.000191,0.000311,9.453200516227296e-05,0.0002091111111111,0.000169,0.000144,0.000172,0.0001556939662
44251858f1bd6a904ad5c26e55508fb4,2,2,0.0001159375,0.0001185,8.05e-05,0.000129,5.7673181231256295e-05,0.0003435,0.0003115,0.0003059999999999,0.000371,0.0002037731581931,0.0001652,0.000118,9.725e-05,0.000129,0.0001748038901168,0.0003045,0.000249,0.000206,0.00031,0.0001518239111602,0.0001028333333333,0.0001065,0.00010125,0.00011775,3.925005307852037e-05,0.0002081999999999,0.000111,0.00010025,0.00014,0.0002338764156082,0.0002311999999999,0.000169,0.000137,0.000242,0.0001449230830475,0.0001668571428571,0.00016,0.00013,0.0002185,0.0001032302096795
44251858f1bd6a904ad5c26e55508fb4,3,1,0.000162125,0.0001145,8.625e-05,0.00015075,0.0001839825625795,0.000325,0.0002749999999999,0.0002345,0.0003297499999999,0.0001743857792367,0.0001244285714285,0.00013,0.0001145,0.000132,1.2791366135759217e-05,0.0004256666666666,0.0003395,0.00015775,0.00060675,0.0002952097354065,0.0001178,8.7e-05,8.5e-05,0.000104,6.385687120427998e-05,0.0001243636363636,0.000126,0.0001005,0.000146,3.090072079182856e-05,0.000257,0.000156,0.00014525,0.00026775,0.0002210987712916,0.0001935555555555,0.000174,0.00017,0.000221,5.575193070896987e-05
44251858f1bd6a904ad5c26e55508fb4,3,2,0.000163,0.0001105,9.875e-05,0.000172,0.000133552369107,0.0004081428571428,0.000336,0.0002395,0.000571,0.0001977493603625,0.0001385,0.0001405,0.00012925,0.0001464999999999,1.881636403653893e-05,0.0003128461538461,0.000191,0.000159,0.000403,0.0002171316214318,0.0001055,0.0001085,0.00010275,0.000109,1.68255757702374e-05,0.00018,0.000157,0.0001185,0.0002195,9.752333054197852e-05,0.0001813333333333,0.000161,0.0001405,0.00018525,6.666833331250052e-05,0.000169,0.0001515,0.0001352499999999,0.00018525,5.793674711844519e-05
57334ce700310b2650adabca77bbdc39,1,1,0.0001640454545454,7.9e-05,6.225e-05,0.000203,0.000169550519869,0.000166625,8.25e-05,3.125e-05,0.00015675,0.0002394039846308,8.410000000000001e-05,2.55e-05,1.4e-05,6.95e-05,0.0001624065201208,6.085714285714286e-05,4.2e-05,1.25e-05,9.1e-05,7.497872714183352e-05,0.0001106249999999,3.5000000000000004e-05,1.6e-05,5.75e-05,0.0001828230018351,0.0002091538461538,5.1e-05,3.2e-05,0.000231,0.0003165122025435,0.0001387142857142,0.000113,6.8e-05,0.000165,0.0001085506245732,0.0001237777777777,6.85e-05,4.275e-05,0.0001,0.0001509727499975
57334ce700310b2650adabca77bbdc39,1,2,0.0001005625,5.95e-05,4.35e-05,0.000101,0.0001137787143244,0.0001204444444444,1.6e-05,-3e-05,0.000159,0.0001920254612747,3.557142857142858e-05,3.2e-05,2.3e-05,3.7000000000000005e-05,2.668243581370301e-05,7.71111111111111e-05,1.3e-05,9e-06,4e-05,0.0001455871254991,0.0001514,6.6e-05,2.05e-05,7.65e-05,0.0002664153041507,0.000187,3.6e-05,2.6e-05,7.45e-05,0.000334185876422,6.94e-05,4.1e-05,3.3e-05,8.8e-05,6.174382560224139e-05,0.000118,7.4e-05,5.175e-05,0.00011325,0.0001129643011456
57334ce700310b2650adabca77bbdc39,2,1,8.415384615384615e-05,6.5e-05,4.1e-05,9.5e-05,8.262248095388057e-05,5.918181818181819e-05,1.8e-05,-1.2e-05,9.75e-05,9.179413726575154e-05,5.166666666666666e-06,0.0,-8.5e-06,2.5e-05,2.250703593693907e-05,5.754545454545454e-05,3.7e-05,3.999999999999999e-06,8.950000000000001e-05,8.256435506483852e-05,4.399999999999999e-05,3.1e-05,2.2e-05,5.1500000000000005e-05,3.332866633995426e-05,5.2e-05,4e-05,3.1e-05,5.1e-05,3.424908757908742e-05,5.899999999999999e-05,6.4e-05,3.6e-05,7.4e-05,2.395829710142188e-05,0.0001278333333333,8.950000000000001e-05,6.025e-05,0.000158,0.0001080545886006
57334ce700310b2650adabca77bbdc39,2,2,8.955555555555556e-05,8.45e-05,5.525e-05,0.00011775,4.7916867007253826e-05,3.999999999999999e-06,-6e-06,-3.1e-05,1.5e-05,5.22446169475861e-05,1.5e-05,1.5e-05,-6.5e-06,2.75e-05,2.632760636941493e-05,2.5875e-05,2.7e-05,1.5e-05,4.025e-05,2.2216065615418303e-05,0.0001596923076923,5.6e-05,4.7e-05,9e-05,0.0002286410522395,0.0001024166666666,4.05e-05,3.475e-05,7.3e-05,0.0001971019387079,5.45e-05,5.3e-05,3.95e-05,7.324999999999999e-05,1.7864569884071015e-05,9.48e-05,6.8e-05,4.325e-05,8.7e-05,0.0001117007908059
57334ce700310b2650adabca77bbdc39,3,1,8.933333333333334e-05,6.4e-05,5e-05,9.1e-05,8.99123912218894e-05,6.04e-05,-5.999999999999999e-06,-2.075e-05,0.0001255,0.0001228958004887,5.777777777777778e-06,1e-05,-7e-06,1.5e-05,1.3320827468458722e-05,9.93e-05,4.3e-05,-1.35e-05,0.00012725,0.0001608588408097,6.657894736842106e-05,3.6e-05,2.2e-05,5.8e-05,8.32241389858827e-05,5.872727272727273e-05,4.8e-05,2.4e-05,7.7e-05,4.455578729882552e-05,0.0001258,7.9e-05,7.1e-05,8.9e-05,0.0001211990098969,0.00017075,4.55e-05,3.625e-05,0.00015425,0.000255678109064
57334ce700310b2650adabca77bbdc39,3,2,9.08888888888889e-05,7.4e-05,6.9e-05,0.000105,6.286780663512216e-05,0.00011075,4.6e-05,1.25e-06,9.1e-05,0.0002148306642118,5.03e-05,1.6e-05,6.75e-06,7.575e-05,7.94537601375794e-05,0.00018475,6.75e-05,4.025e-05,0.000234,0.0002453963266694,9.769230769230768e-05,3.9e-05,2.5e-05,7.7e-05,0.000159549043983,7.675000000000001e-05,3.4e-05,2.3e-05,5.175e-05,0.0001237044288386,6.5875e-05,6.9e-05,4.9e-05,7.45e-05,1.9179136730162952e-05,0.000122,4.75e-05,3.625e-05,9.225e-05,0.0002154230979052
80d5a8bd9e65bac069257b0071bab47f,1,1,7.450000000000001e-05,3.75e-05,1.5e-05,6.775e-05,0.0001206372502747,0.0002034736842105,0.000195,0.00016,0.00022,7.129311048298554e-05,0.0001375384615384,0.000136,0.00012,0.000151,1.874217785555432e-05,0.000234,0.00019,0.000155,0.000284,0.0001459126450997,7.046666666666667e-05,6e-05,4.25e-05,7.549999999999999e-05,5.161515096872051e-05,0.0001081428571428,4.1e-05,2e-05,7.75e-05,0.0001847894554814,7.400000000000001e-05,7.6e-05,7e-05,8.3e-05,1.1683321445547924e-05,0.0001598333333333,0.000158,0.00015525,0.000169,1.2967909109284607e-05
80d5a8bd9e65bac069257b0071bab47f,1,2,5.241666666666667e-05,4.45e-05,3.750000000000001e-06,7.2e-05,7.86405784548292e-05,0.0002638965517241,0.000205,0.00018,0.000285,0.0001436594049498,0.00015275,0.0001505,0.00014075,0.000161,1.5930358307002193e-05,0.0002,0.000161,0.000158,0.000252,7.018309388069655e-05,5.721052631578948e-05,5.5e-05,4.2e-05,6.749999999999999e-05,2.3759393340946746e-05,3.857142857142857e-05,5e-06,5e-07,7.75e-05,6.39136321996519e-05,0.00010425,8.05e-05,6e-05,0.00013175,5.9463674385531966e-05,0.00016475,0.0001605,0.00015125,0.0001745,2.745255647736395e-05
80d5a8bd9e65bac069257b0071bab47f,2,1,3.692307692307692e-05,1.45e-05,0.0,5.425e-05,8.47608037134727e-05,0.0002251153846153,0.00019,0.00016,0.00026,9.999853075843744e-05,0.0001416470588235,0.000144,0.000128,0.00016,2.1994150291812225e-05,0.0002916363636363,0.00014,0.0001089999999999,0.0004309999999999,0.0002916327391522,4.938888888888889e-05,4.2e-05,4e-05,6.324999999999999e-05,3.098602889897485e-05,1.7625e-05,3e-06,7.5e-07,3.55e-05,3.8818027844215445e-05,8.400000000000001e-05,5.9e-05,4.1e-05,6e-05,8.258631847951573e-05,0.0001525,0.000152,0.0001385,0.000164,1.663430190900718e-05
80d5a8bd9e65bac069257b0071bab47f,2,2,4.425e-05,3.55e-05,3.25e-06,6.2e-05,4.967218625102505e-05,0.0002937741935483,0.000229,0.0001795,0.0003354999999999,0.0001770475848799,0.0001434375,0.0001464999999999,0.0001345,0.00015025,1.3316499790360328e-05,0.0002112307692307,0.000151,0.00011,0.000235,0.0001726466303591,8.723529411764707e-05,5e-05,2.9e-05,7.5e-05,0.000154883234007,2.0857142857142857e-05,3e-05,5e-06,3.75e-05,2.104303979489474e-05,0.0001054,8e-05,7.6e-05,0.00013,5.279962121076248e-05,0.000160909090909,0.000163,0.000148,0.000173,1.5971565643070472e-05
80d5a8bd9e65bac069257b0071bab47f,3,1,0.00012975,5.5e-05,1.975e-05,8.575e-05,0.0002148007338515,0.00032675,0.000209,0.000185,0.00036825,0.0002223900314469,0.0001486,0.000145,0.0001355,0.000153,2.079422996891205e-05,0.0002061428571428,0.000224,0.000114,0.000268,0.0001026522098665,3.36875e-05,3.4e-05,2e-05,4.675e-05,2.030342746106348e-05,3.770000000000001e-05,3.7000000000000005e-05,1.5e-06,7.65e-05,4.8352984510897686e-05,0.0001595,0.0001365,0.000112,0.00022925,8.685102187078745e-05,0.00016875,0.000164,0.00015525,0.000175,2.166465192097817e-05
80d5a8bd9e65bac069257b0071bab47f,3,2,3.461111111111111e-05,2.95e-05,9.5e-06,6.075e-05,3.934932376859546e-05,0.0003139999999999,0.0002,0.0001755,0.0003295,0.0002279312097182,0.0001528125,0.000155,0.00015,0.00016,1.4171420770927195e-05,0.0001986923076923,0.000116,0.000109,0.000155,0.0002230098595037,5.21875e-05,5.55e-05,3.575e-05,6.925e-05,2.3364413823876112e-05,4.618181818181818e-05,4.6e-05,3.5000000000000004e-05,6e-05,2.8424701165775453e-05,0.0001621999999999,8.1e-05,4e-05,0.00029,0.0001542455834051,0.0001783,0.000152,0.00014,0.00017625,7.857770393410306e-05
84df5c67036cb0251e472e3bb5943ed7,1,1,0.0002242,0.000179,0.000114,0.0002594999999999,0.0001661648063133,0.00044725,0.000431,0.00027325,0.000605,0.0002517040259246,0.0002716363636363,0.00016,0.0001315,0.0004125,0.0001873180571793,0.0005403846153846,0.00057,0.000327,0.00076,0.0002830245980068,0.0001960588235294,0.00013,0.00012,0.000161,0.0001919265714369,0.0001842666666666,0.000124,0.000101,0.000194,0.0001615723927384,0.00020575,0.000194,0.000162,0.0002377499999999,7.12337700813315e-05,0.0003407142857142,0.000238,0.0001475,0.000492,0.0002714981364489
84df5c67036cb0251e472e3bb5943ed7,1,2,0.0002031111111111,0.000189,0.000101,0.000263,0.0001133682544238,0.0003632499999999,0.0003,0.00021,0.00045325,0.0002160977787946,0.0001317142857142,0.00014,0.0001205,0.0001465,2.376071187004776e-05,0.0004296666666666,0.000339,0.0002345,0.0005794999999999,0.0003538224601877,0.000191875,0.00017,0.000142,0.00019375,8.288794070481975e-05,0.0001926666666666,0.0001645,0.0001595,0.00020625,8.0181460866379e-05,0.0001402,0.000139,0.000131,0.000161,3.465833233148993e-05,0.0001997999999999,0.000205,0.00016,0.000219,4.4829677670043535e-05
84df5c67036cb0251e472e3bb5943ed7,2,1,0.000276,0.0001495,0.000115,0.000354,0.0002595128770087,0.0005467142857142,0.000633,0.0002905,0.0007615,0.0002714619152451,0.000139,0.000141,0.000137,0.000143,1.4133294025102568e-05,0.000422,0.000304,0.000223,0.000562,0.0003540677901193,0.0001822857142857,0.000117,9.9e-05,0.0001635,0.0001683148976231,0.0001091999999999,0.000119,0.000102,0.00013,3.5981939914351475e-05,0.000247,0.000178,0.0001545,0.0003214999999999,0.0001315674731839,0.0003215,0.00023,0.00017325,0.0003025,0.0002552949274858
84df5c67036cb0251e472e3bb5943ed7,2,2,0.0002130909090909,0.000139,0.0001005,0.0001645,0.0002321889121148,0.0005652,0.000532,0.000399,0.00068,0.0002966592321165,0.000133125,0.00014,0.000119,0.000142,1.8512061705045948e-05,0.0005538333333333,0.0005255,0.00045675,0.0006857499999999,0.0002534872120377,0.0001285454545454,0.000111,8.950000000000001e-05,0.00014,6.915976234251189e-05,0.0001995384615384,0.000121,9.6e-05,0.000151,0.0002416031923715,0.000207125,0.0001605,0.00011325,0.00031275,0.0001274524421107,0.0001965,0.0001695,0.000144,0.00026325,7.61051903617618e-05
84df5c67036cb0251e472e3bb5943ed7,3,1,0.00020425,0.000178,0.00011025,0.00025775,0.0001413604814447,0.0004115,0.0004115,0.00041125,0.00041175,7.071067811865264e-07,0.0001384,0.000128,0.00012,0.00015675,2.2539841269282365e-05,0.000664,0.0007215,0.0004755,0.000936,0.0003279603634587,0.0001727272727272,0.000145,0.0001195,0.000204,8.867704427763805e-05,0.000174909090909,0.000141,0.0001115,0.000185,0.0001186013950554,0.0001192,0.000121,8.1e-05,0.000153,3.7844418346699424e-05,0.00027175,0.0002235,0.00017875,0.000244,0.0001859022400541
84df5c67036cb0251e472e3bb5943ed7,3,2,0.0003608,0.000318,0.000105,0.00042,0.000333431702152,0.0003656666666666,0.00027,0.0002379999999999,0.0004455,0.000223428586652,0.0001405,0.0001415,0.000138,0.000142,1.30958008537088e-05,0.000517125,0.000525,0.0002575,0.00077075,0.0003167659963262,0.0002555454545454,0.000121,9.25e-05,0.0001799999999999,0.000306336535084,0.000187,0.000161,0.000102,0.000169,0.0001237406562129,0.00018,0.000182,0.0001605,0.0002005,4.0037482438335215e-05,0.0002565714285714,0.000216,0.000155,0.0003199999999999,0.0001292308749781
8b51150f8620aa5da990ec45e86ae9c1,1,1,0.0001004902609868,6.461666666666666e-05,3.282083333333333e-05,0.0001164479166666,0.0001250641195581,0.0002716328019585,0.000202425,0.0001327041666666,0.0003469708333333,0.0002143607789553,8.792909526853384e-05,6.819583333333334e-05,4.888124999999999e-05,9.989375e-05,8.162821337534548e-05,0.0002561209520252,0.0001909133333333,0.0001165870833333,0.0003421704166666,0.0002132185388413,9.240071893028444e-05,6.176041666666666e-05,3.338020833333333e-05,0.0001022333333333,0.0001087403136106,8.832635593021817e-05,6.17e-05,3.686041666666667e-05,9.962083333333333e-05,9.681267002763053e-05,0.0001248696033496,0.0001015166666666,6.853749999999999e-05,0.0001500604166666,9.630081056729034e-05,0.0001318157653182,0.0001006916666666,7.193541666666667e-05,0.0001511770833333,0.0001074576906118
8b51150f8620aa5da990ec45e86ae9c1,1,2,0.0001004902609868,6.461666666666666e-05,3.282083333333333e-05,0.0001164479166666,0.0001250641195581,0.0002716328019585,0.000202425,0.0001327041666666,0.0003469708333333,0.0002143607789553,8.792909526853384e-05,6.819583333333334e-05,4.888124999999999e-05,9.989375e-05,8.162821337534548e-05,0.0002561209520252,0.0001909133333333,0.0001165870833333,0.0003421704166666,0.0002132185388413,9.240071893028444e-05,6.176041666666666e-05,3.338020833333333e-05,0.0001022333333333,0.0001087403136106,8.832635593021817e-05,6.17e-05,3.686041666666667e-05,9.962083333333333e-05,9.681267002763053e-05,0.0001248696033496,0.0001015166666666,6.853749999999999e-05,0.0001500604166666,9.630081056729034e-05,0.0001318157653182,0.0001006916666666,7.193541666666667e-05,0.0001511770833333,0.0001074576906118
8b51150f8620aa5da990ec45e86ae9c1,2,1,0.0001004902609868,6.461666666666666e-05,3.282083333333333e-05,0.0001164479166666,0.0001250641195581,0.0002716328019585,0.000202425,0.0001327041666666,0.0003469708333333,0.0002143607789553,8.792909526853384e-05,6.819583333333334e-05,4.888124999999999e-05,9.989375e-05,8.162821337534548e-05,0.0002561209520252,0.0001909133333333,0.0001165870833333,0.0003421704166666,0.0002132185388413,9.240071893028444e-05,6.176041666666666e-05,3.338020833333333e-05,0.0001022333333333,0.0001087403136106,8.832635593021817e-05,6.17e-05,3.686041666666667e-05,9.962083333333333e-05,9.681267002763053e-05,0.0001248696033496,0.0001015166666666,6.853749999999999e-05,0.0001500604166666,9.630081056729034e-05,0.0001318157653182,0.0001006916666666,7.193541666666667e-05,0.0001511770833333,0.0001074576906118
8b51150f8620aa5da990ec45e86ae9c1,2,2,0.0001004902609868,6.461666666666666e-05,3.282083333333333e-05,0.0001164479166666,0.0001250641195581,0.0002716328019585,0.000202425,0.0001327041666666,0.0003469708333333,0.0002143607789553,8.792909526853384e-05,6.819583333333334e-05,4.888124999999999e-05,9.989375e-05,8.162821337534548e-05,0.0002561209520252,0.0001909133333333,0.0001165870833333,0.0003421704166666,0.0002132185388413,9.240071893028444e-05,6.176041666666666e-05,3.338020833333333e-05,0.0001022333333333,0.0001087403136106,8.832635593021817e-05,6.17e-05,3.686041666666667e-05,9.962083333333333e-05,9.681267002763053e-05,0.0001248696033496,0.0001015166666666,6.853749999999999e-05,0.0001500604166666,9.630081056729034e-05,0.0001318157653182,0.0001006916666666,7.193541666666667e-05,0.0001511770833333,0.0001074576906118
8b51150f8620aa5da990ec45e86ae9c1,3,1,0.0001004902609868,6.461666666666666e-05,3.282083333333333e-05,0.0001164479166666,0.0001250641195581,0.0002716328019585,0.000202425,0.0001327041666666,0.0003469708333333,0.0002143607789553,8.792909526853384e-05,6.819583333333334e-05,4.888124999999999e-05,9.989375e-05,8.162821337534548e-05,0.0002561209520252,0.0001909133333333,0.0001165870833333,0.0003421704166666,0.0002132185388413,9.240071893028444e-05,6.176041666666666e-05,3.338020833333333e-05,0.0001022333333333,0.0001087403136106,8.832635593021817e-05,6.17e-05,3.686041666666667e-05,9.962083333333333e-05,9.681267002763053e-05,0.0001248696033496,0.0001015166666666,6.853749999999999e-05,0.0001500604166666,9.630081056729034e-05,0.0001318157653182,0.0001006916666666,7.193541666666667e-05,0.0001511770833333,0.0001074576906118
