user_id,platform_id,session_id,video_id,IL_eKey.space_mean,IL_eKey.space_median,IL_eKey.space_q1,IL_eKey.space_q3,IL_eKey.space_std,IL_Key.spacet_mean,IL_Key.spacet_median,IL_Key.spacet_q1,IL_Key.spacet_q3,IL_Key.spacet_std,IL_th_mean,IL_th_median,IL_th_q1,IL_th_q3,IL_th_std,IL_sKey.space_mean,IL_sKey.space_median,IL_sKey.space_q1,IL_sKey.space_q3,IL_sKey.space_std,IL_Key.spacea_mean,IL_Key.spacea_median,IL_Key.spacea_q1,IL_Key.spacea_q3,IL_Key.spacea_std,IL_tKey.space_mean,IL_tKey.space_median,IL_tKey.space_q1,IL_tKey.space_q3,IL_tKey.space_std,IL_he_mean,IL_he_median,IL_he_q1,IL_he_q3,IL_he_std,IL_in_mean,IL_in_median,IL_in_q1,IL_in_q3,IL_in_std,IL_dKey.space_mean,IL_dKey.space_median,IL_dKey.space_q1,IL_dKey.space_q3,IL_dKey.space_std,IL_an_mean,IL_an_median,IL_an_q1,IL_an_q3,IL_an_std
03ed26062301e1ac6bbf94f3c03a7e56,2,2,2,3.0249999999999997e-05,3.85e-05,1.35e-05,5.5249999999999994e-05,3.8012059489939065e-05,0.00014,0.00014,0.000134,0.000146,1.697056274847715e-05,9.9e-05,0.00012,7.6e-05,0.0001325,5.93548650070068e-05,9.333333333333332e-05,6.85e-05,6.5e-05,0.000126,4.297285965195552e-05,4.685416666666667e-05,3.484375e-05,2.253125e-05,6e-05,4.6535311585019824e-05,0.0001209999999999,0.0001209999999999,9.7e-05,0.000145,6.788225099390856e-05,3.4666666666666665e-05,1.6e-05,8.5e-06,5.15e-05,4.593836450433704e-05,0.000124,0.000132,0.000114,0.000138,2.4979991993593595e-05,6.4e-05,6.4e-05,6.4e-05,6.4e-05,0.0,4e-05,4e-05,4e-05,4e-05,0.0
03ed26062301e1ac6bbf94f3c03a7e56,2,2,3,7.36e-05,7.2e-05,3.2e-05,0.00012,5.040634880647477e-05,0.0001734947916666,0.00016925,0.0001445625,0.000197390625,7.390024836772903e-05,0.0001290047619047,0.0001349411764705,0.0001083529411764,0.0001541323529411,4.925358218002368e-05,8.016666666666666e-05,6.85e-05,6.324999999999999e-05,8.425e-05,5.808069099680776e-05,4.685416666666667e-05,3.484375e-05,2.253125e-05,6e-05,4.6535311585019824e-05,0.0001186666666666,0.0001245,6.9e-05,0.00016575,5.780196075105642e-05,0.0001729999999999,0.0001775,8.825e-05,0.00026225,0.0001076878204193,0.000122875,0.0001205,0.00011425,0.00013025,2.361862158793958e-05,4.45e-05,4.45e-05,3.425e-05,5.475e-05,2.8991378028648445e-05,4.65e-05,4.65e-05,4.525e-05,4.7749999999999995e-05,3.5355339059327378e-06
03ed26062301e1ac6bbf94f3c03a7e56,3,1,1,6.31111111111111e-05,4.8e-05,3.2e-05,5.6e-05,5.1914459557151425e-05,0.0001734947916666,0.00016925,0.0001445625,0.000197390625,7.390024836772903e-05,0.00020025,0.0001999999999999,0.000122,0.00027825,9.830691735579956e-05,6.4e-05,8.9e-05,4.7e-05,9.35e-05,5.129327441292864e-05,4.5499999999999995e-05,4.8e-05,4.25e-06,8.925e-05,5.236092690801669e-05,8.475e-05,8.35e-05,5.35e-05,0.00011475,3.816084380618437e-05,6.433333333333333e-05,8e-05,3.6e-05,0.0001005,6.591155690266567e-05,0.0001125,0.0001125,9.675e-05,0.00012825,4.454772721475249e-05,3.575e-05,3.6e-05,1.8e-05,5.3750000000000005e-05,3.059820256158849e-05,4.5333333333333335e-05,4e-05,4e-05,4.8e-05,9.23760430703401e-06
03ed26062301e1ac6bbf94f3c03a7e56,3,1,2,9.066666666666668e-05,5.6e-05,4.8e-05,0.000116,7.433258594542055e-05,0.0001525,0.0001525,0.00014875,0.00015625,1.060660171779822e-05,0.000139,0.000139,0.000137,0.000141,5.656854249492383e-06,7.36e-05,6.5e-05,5.6e-05,9.6e-05,4.5313353440238785e-05,7.2e-05,7.2e-05,7.2e-05,7.2e-05,0.0,0.0001481428571428,0.000144,0.0001365,0.000166,2.242341463313569e-05,4.05e-05,4.05e-05,3.2749999999999996e-05,4.825e-05,2.1920310216782973e-05,0.000176,0.000176,0.000176,0.000176,0.0,8.45e-05,8.45e-05,6.675e-05,0.00010225,5.020458146424487e-05,-5.6e-05,-5.6e-05,-5.6e-05,-5.6e-05,0.0
03ed26062301e1ac6bbf94f3c03a7e56,3,1,3,3.6625e-05,-1.55e-05,-2.4e-05,8.65e-05,9.302985311946143e-05,0.0001813333333333,0.000148,0.00013,0.00016,0.0001048783422192,0.0001391999999999,0.00014,0.000128,0.000152,1.533623161014465e-05,0.0001141428571428,9.6e-05,4.05e-05,0.0001664999999999,9.720327252966428e-05,9.6e-05,9.6e-05,9.6e-05,9.6e-05,0.0,9.525e-05,8.25e-05,7.6e-05,0.00010175,3.887908606607585e-05,6.557142857142859e-05,1.6e-05,8.5e-06,5.25e-05,0.0001142874404631,0.000123,0.000116,0.000102,0.000137,4.8152535412651595e-05,5.6000000000000006e-05,5.6000000000000006e-05,4.4e-05,6.8e-05,3.394112549695429e-05,2.92e-05,2.95e-05,1.8109375e-05,3.9828125e-05,2.666981788359797e-05
03ed26062301e1ac6bbf94f3c03a7e56,3,2,1,7.22e-05,7.2e-05,6.5e-05,7.2e-05,2.030270917882635e-05,0.000376,0.000376,0.000272,0.0004799999999999,0.0002941564209736,0.00014625,0.0001485,0.00013275,0.000162,2.188416474683616e-05,6.583333333333333e-05,3.6500000000000006e-05,3.225e-05,8.8e-05,6.745492322037485e-05,1.25e-05,1.25e-05,6.75e-06,1.825e-05,1.6263455967290594e-05,8.4e-05,8.4e-05,7e-05,9.8e-05,3.959797974644666e-05,3e-05,3.2e-05,2.6e-05,3.6e-05,1.6492422502470642e-05,0.0001419999999999,0.000148,0.000124,0.000166,4.09878030638384e-05,0.0001005,0.0001005,9.075e-05,0.00011025,2.7577164466275353e-05,4e-05,4e-05,4e-05,4e-05,0.0
03ed26062301e1ac6bbf94f3c03a7e56,3,2,2,6.8375e-05,6.85e-05,3.725e-05,9.025e-05,5.410555160319239e-05,0.000126,0.000126,0.0001205,0.0001315,1.555634918610404e-05,0.0001395,0.000134,0.00012925,0.00014425,2.0663978319771814e-05,4.85e-05,4.85e-05,8.749999999999996e-06,8.825e-05,0.0001124299782086,0.0001176666666666,5.7e-05,5.05e-05,0.0001545,0.0001165175237178,0.0001069999999999,0.000124,9.4e-05,0.0001305,3.57118094379623e-05,5.099999999999999e-05,4.5e-05,3.9e-05,5.7e-05,2.103964511741267e-05,0.000105,0.000105,0.000105,0.000105,0.0,0.00012,0.00012,0.00012,0.00012,0.0,2.92e-05,2.95e-05,1.8109375e-05,3.9828125e-05,2.666981788359797e-05
03ed26062301e1ac6bbf94f3c03a7e56,3,2,3,5.133333333333333e-05,4.5e-05,2.025e-05,7.500000000000001e-05,3.640146517197717e-05,0.0001446666666666,0.000153,0.0001325,0.000161,2.939954648176283e-05,0.00022425,0.000156,0.00012625,0.000254,0.0001960278466613,0.0001108,9.6e-05,8e-05,0.000137,4.589880172727824e-05,3.3e-05,3.3e-05,3.3e-05,3.3e-05,0.0,2.4e-05,2.4e-05,1.2e-05,3.6e-05,3.3941125496954285e-05,4.8666666666666666e-05,4e-05,2e-05,7.874999999999999e-05,4.1306980846664e-05,0.0001284999999999,0.0001284999999999,0.00012825,0.0001287499999999,7.071067811865456e-07,6.75e-05,6.75e-05,6.175e-05,7.324999999999999e-05,1.626345596729059e-05,2.9999999999999997e-06,-7e-06,-1.1499999999999998e-05,1.25e-05,2.5514701644346143e-05
090e14f795db6d9fad9fc4ddd6ff5094,1,1,1,0.0001253333333333,0.000129,0.0001215,0.0001309999999999,1.0016652800877807e-05,0.000644,0.000644,0.0004795,0.0008085,0.0004652762620207,0.0001717843137254,0.0001697647058823,0.0001628529411764,0.0001794558823529,1.9782660501806787e-05,0.0001169999999999,9.9e-05,8.3e-05,0.0001419999999999,6.1024585209569427e-05,0.0002275,0.0002275,0.00020925,0.00024575,5.161879502661798e-05,0.0001557395833333,0.00014528125,0.0001285625,0.0001784375,5.3548276853496945e-05,0.000272,0.000272,0.0002315,0.0003125,0.0001145512985522,0.00021,0.000215,0.000202,0.0002205,1.8999999999999987e-05,0.0001149999999999,0.000104,8.3e-05,0.000122,5.386650164991225e-05,0.000427,0.000215,0.000183,0.000565,0.000423830154661
090e14f795db6d9fad9fc4ddd6ff5094,1,1,2,0.0001306666666666,0.000137,0.000114,0.00015175,3.1423982348942765e-05,0.0001799999999999,0.0001799999999999,0.0001795,0.0001805,1.4142135623731104e-06,0.00016825,0.000166,0.00015825,0.000176,2.192981228069831e-05,0.0003473333333333,0.000128,8.3e-05,0.000502,0.0004600449253424,0.000434,0.000434,0.000434,0.000434,0.0,0.0002286666666666,0.000229,0.0002235,0.000234,1.0503967504392483e-05,0.00015725,0.0001595,0.0001295,0.00018725,7.385740766278402e-05,0.000206,0.000206,0.0002035,0.0002085,7.071067811865475e-06,4.25e-05,4.25e-05,3.625e-05,4.875e-05,1.767766952966369e-05,0.00012725,0.0001295,0.00011975,0.000137,1.558578412100805e-05
090e14f795db6d9fad9fc4ddd6ff5094,1,1,3,7.25e-05,7.25e-05,6.324999999999999e-05,8.175000000000001e-05,2.616295090390226e-05,0.0003432760416666,0.0003234375,0.000278234375,0.000395328125,0.0001263271343819,0.000202,0.000202,0.000202,0.000202,0.0,0.0001538571428571,0.000139,0.00012,0.0001625,5.63720633275874e-05,0.0003425,0.0003425,0.0002627499999999,0.00042225,0.0002255670631985,0.000156,0.000156,0.000156,0.000156,0.0,0.0001703306722689,0.0001568823529411,0.0001296911764705,0.0002006617647058,7.131393783932433e-05,0.000174,0.000174,0.000174,0.000174,0.0,0.000252,0.000252,0.000252,0.000252,0.0,0.0002395,0.0002395,0.0002187499999999,0.00026025,5.8689862838483455e-05
090e14f795db6d9fad9fc4ddd6ff5094,1,2,1,0.0001247142857142,0.00012,9.5e-05,0.0001515,3.5598287813293706e-05,0.000321,0.000321,0.000321,0.000321,0.0,0.00019,0.00019,0.00019,0.00019,0.0,0.00011925,0.0001325,0.0001054999999999,0.00014625,4.443253312607779e-05,0.0005009999999999,0.0005009999999999,0.0003149999999999,0.000687,0.0005260874452027,9e-05,9e-05,9e-05,9e-05,0.0,0.000152,0.000152,0.000152,0.000152,0.0,0.000188,0.000188,0.000188,0.000188,0.0,0.00011875,0.0001105,7.475e-05,0.0001545,6.159207200065064e-05,0.000111,0.000111,0.000111,0.000111,0.0
090e14f795db6d9fad9fc4ddd6ff5094,1,2,2,0.0001461428571428,0.000128,0.000113,0.000174,6.158578995035724e-05,0.00048475,0.0003985,0.000167,0.00071625,0.0003930109201197,0.00015025,0.000154,0.0001415,0.00016275,1.7017148213885118e-05,0.0002466666666666,0.000246,0.000236,0.000257,2.1007935008784984e-05,0.0003455,0.0003455,0.00029775,0.00039325,0.0001350573952066,0.0001906666666666,0.00016,0.0001405,0.0002255,8.905241902011048e-05,0.000168,0.0001235,9.725e-05,0.0001942499999999,0.0001108061370141,0.0002205,0.0002205,0.00021075,0.00023025,2.7577164466275353e-05,0.0002235,0.000213,0.000162,0.0002745,0.0001157742055324,0.0003554999999999,0.0003554999999999,0.00025725,0.0004537499999999,0.0002778929650063
090e14f795db6d9fad9fc4ddd6ff5094,1,2,3,0.0001622,0.000137,0.000127,0.000176,5.3550910356407574e-05,0.0003043333333333,0.000309,0.0002885,0.0003225,3.423935357645252e-05,0.000197,0.000197,0.0001705,0.0002235,7.495331880577403e-05,0.00019875,0.000202,0.00018725,0.0002135,2.661296676434253e-05,0.0003019999999999,0.0003019999999999,0.000296,0.000308,1.6970562748477133e-05,0.000117,0.0001305,9.65e-05,0.0001509999999999,5.4839158758439515e-05,6.1e-05,6.1e-05,6.1e-05,6.1e-05,0.0,0.000198,0.000197,0.000189,0.000201,1.5459624833740303e-05,0.0001875,0.0001875,0.00017875,0.00019625,2.474873734152915e-05,0.000121,0.000121,0.000121,0.000121,0.0
090e14f795db6d9fad9fc4ddd6ff5094,2,1,1,0.0001392857142857,0.00012,0.0001105,0.00014,5.810827332292218e-05,0.000938,0.000938,0.000938,0.000938,0.0,0.000188,0.0002,0.00018,0.000202,2.4331050121192876e-05,0.00011125,0.000116,0.00010525,0.000122,1.4637281168304445e-05,0.000226,0.000226,0.000226,0.000226,0.0,0.0002909999999999,0.000272,0.0002265,0.000346,0.0001206275258802,0.0001133333333333,0.000119,9.25e-05,0.000137,4.476978147515725e-05,0.000576,0.000576,0.000576,0.000576,0.0,0.000103,0.000123,8.850000000000001e-05,0.0001275,4.2673176586703745e-05,0.000105,0.000125,7.950000000000001e-05,0.0001405,6.341135544995076e-05
090e14f795db6d9fad9fc4ddd6ff5094,2,1,2,0.0001085555555555,9.1e-05,8.8e-05,0.000165,4.894157514606348e-05,0.0003756666666666,0.0002785,0.000216,0.0004767499999999,0.0002471968176709,0.0001542499999999,0.000147,0.0001432499999999,0.000158,2.099801577927464e-05,0.000102,0.0001054999999999,9.075e-05,0.0001167499999999,3.661511527588937e-05,0.000429,0.0002705,0.00022625,0.00047325,0.0003769889476717,0.000115,0.000115,0.000115,0.000115,0.0,0.000168,0.000107,8.950000000000001e-05,0.0001635,0.0001433646698856,0.000208,0.000208,0.000196,0.00022,3.3941125496954285e-05,9.3e-05,0.000109,7.500000000000001e-05,0.0001189999999999,4.613025037868318e-05,0.0001916666666666,0.000137,9.475e-05,0.00022575,0.000154703156615
090e14f795db6d9fad9fc4ddd6ff5094,2,1,3,0.0001253333333333,0.000138,0.00013075,0.0001474999999999,5.023013703611276e-05,0.0001633333333333,0.000143,0.0001425,0.000174,3.608785575970582e-05,0.00017,0.0001625,0.0001585,0.00017325,2.583795657554986e-05,0.0003205,0.0003205,0.00030775,0.00033325,3.606244584051392e-05,0.000489,0.000473,0.0004247166666666,0.0005372833333333,0.0001482949416378,7.9e-05,8.950000000000001e-05,7.325e-05,9.525e-05,3.0055504210266268e-05,0.0002113333333333,0.0001509999999999,8.6e-05,0.00026925,0.0001856024425126,0.0001821666666666,0.0001855,0.0001675,0.0002012499999999,2.62862448186626e-05,0.000177,0.000151,0.000123,0.0002179999999999,9.76319619796714e-05,0.0001475,0.0001475,0.00013175,0.0001632499999999,4.4547727214752486e-05
090e14f795db6d9fad9fc4ddd6ff5094,2,2,1,0.0001114,8.3e-05,6.4e-05,0.000132,6.731121749010338e-05,0.0002675,0.0002675,0.00026175,0.00027325,1.6263455967290604e-05,0.0001646,0.00016,0.000149,0.000204,4.18365868588727e-05,0.0002115,0.0002109999999999,0.00017175,0.00025075,7.07789987684671e-05,0.0006774999999999,0.0006774999999999,0.00060375,0.00075125,0.00020859650045,0.0004153333333333,0.00025,0.0001755,0.0005725,0.0004220311994785,7.166666666666667e-05,7.2e-05,5.9e-05,8.45e-05,2.5501633934580216e-05,0.00018,0.00018,0.00018,0.00018,0.0,7.75e-05,7.75e-05,7.625e-05,7.875e-05,3.5355339059327467e-06,0.000108,0.000108,0.0001015,0.0001145,1.838477631085023e-05
090e14f795db6d9fad9fc4ddd6ff5094,2,2,2,0.000154625,0.0001335,0.0001235,0.00017575,5.053693840011624e-05,0.0003703333333333,0.000244,0.0002295,0.000448,0.0002443610716405,0.00015325,0.0001495,0.0001464999999999,0.00015625,1.0904891868637054e-05,0.000149,0.000149,0.000149,0.000149,0.0,0.00052,0.000474,0.00041575,0.00057825,0.0001743502222539,0.0001089999999999,0.000111,0.0001075,0.0001115,4.358898943540677e-06,0.0003315714285714,0.00027,0.0002635,0.0004235,0.0001118970615385,0.000162,0.000162,0.000162,0.000162,0.0,0.00017125,0.0001599999999999,0.00015325,0.000178,3.342030321027424e-05,0.00065375,0.000628,0.0005785,0.00070325,0.0001538015496237
090e14f795db6d9fad9fc4ddd6ff5094,2,2,3,0.0001143333333333,8.4e-05,8.15e-05,0.000132,5.6923925842595695e-05,0.000139,0.000139,0.000133,0.000145,1.697056274847715e-05,0.00016475,0.0001639999999999,0.00015825,0.0001705,8.808140174482542e-06,9.733333333333332e-05,0.0001,7.6e-05,0.0001199999999999,4.4060564378288815e-05,0.000489,0.000473,0.0004247166666666,0.0005372833333333,0.0001482949416378,9.95e-05,9.95e-05,9.175e-05,0.00010725,2.192031021678298e-05,9e-05,9e-05,8.750000000000001e-05,9.25e-05,5e-06,0.0001876666666666,0.000159,0.0001565,0.0001825,5.9935520909279376e-05,0.0001019999999999,0.000113,8.85e-05,0.0001209999999999,3.38673884437522e-05,0.00013,0.00013,0.000113,0.000147,4.8083261120685235e-05
090e14f795db6d9fad9fc4ddd6ff5094,3,1,1,0.0001505999999999,0.000144,0.000101,0.000169,7.059957506954273e-05,0.0003432760416666,0.0003234375,0.000278234375,0.000395328125,0.0001263271343819,0.00017825,0.000176,0.0001745,0.00017975,6.701989754294361e-06,0.0002523333333333,8.15e-05,8e-05,0.00019625,0.0003576616650784,0.0008215,0.0008215,0.00073625,0.00090675,0.0002411234123846,0.00017,0.00017,0.00017,0.00017,0.0,0.0001756666666666,0.000134,0.0001145,0.000216,0.0001077234112592,0.000216,0.000216,0.000216,0.000216,0.0,0.000164,0.000153,0.0001375,0.000185,4.844584605515729e-05,0.00014675,0.000154,0.00013475,0.000166,2.899856318279695e-05
090e14f795db6d9fad9fc4ddd6ff5094,3,1,2,0.0001038333333333,9.6e-05,8.300000000000001e-05,0.00013,5.712588438410968e-05,0.000366,0.000374,0.00032375,0.00041625,9.47734139935879e-05,0.000196,0.000196,0.000196,0.000196,0.0,0.0001176666666666,0.000136,0.000102,0.0001425,4.350095784386056e-05,0.0004669999999999,0.0004315,0.00031075,0.00058775,0.0002560429651445,0.000102,0.000102,8.9e-05,0.000115,3.676955262170046e-05,0.000157,0.000157,0.0001285,0.0001855,8.061017305526642e-05,0.0002215,0.0002215,0.00021625,0.00022675,1.4849242404917495e-05,8.76e-05,6.6e-05,5.8e-05,0.000125,4.231193685001906e-05,0.0001314,0.00013,0.000107,0.000142,3.685512176075396e-05
090e14f795db6d9fad9fc4ddd6ff5094,3,1,3,0.0001936666666666,0.00019,0.0001675,0.000218,5.059973649470256e-05,0.000144,0.000144,0.000144,0.000144,0.0,0.00017,0.00017,0.000165,0.000175,1.414213562373095e-05,0.00021,0.000208,0.0001855,0.0002334999999999,4.803123983409131e-05,0.000937,0.000937,0.000937,0.000937,0.0,0.000104,0.000104,0.000104,0.000104,0.0,0.0002615,0.0002615,0.00025825,0.00026475,9.19238815542511e-06,0.0001763333333333,0.000183,0.00017975,0.0001885,2.603587268878588e-05,0.0001696666666666,0.000186,0.0001574999999999,0.00019,3.5444792753426186e-05,0.0005315,0.0005315,0.00051675,0.00054625,4.171930009000632e-05
