Press or Release,Key,Time
P,Key.shift,1735660004537
P,P,1735660004776
R,Key.shift,1735660004872
R,P,1735660004872
P,e,1735660005816
R,e,1735660005976
P,o,1735660006040
R,o,1735660006151
P,p,1735660006313
R,p,1735660006440
P,l,1735660006585
P,e,1735660006680
R,l,1735660006712
P,Key.space,1735660006793
R,e,1735660006856
R,Key.space,1735660006936
P,t,1735660007081
R,t,1735660007240
P,Key.backspace,1735660007816
R,Key.backspace,1735660008536
P,Key.shift,1735660009640
P,T,1735660009721
R,Key.shift,1735660009784
R,T,1735660009832
P,h,1735660010216
P,e,1735660010280
R,h,1735660010312
R,e,1735660010407
P,Key.space,1735660010408
R,Key.space,1735660010552
P,s,1735660010600
R,s,1735660010728
P,l,1735660010777
R,l,1735660010888
P,a,1735660010984
P,p,1735660011161
R,a,1735660011192
R,p,1735660011239
P,p,1735660011336
P,e,1735660011417
R,p,1735660011448
P,r,1735660011544
R,e,1735660011593
R,r,1735660011704
P,Key.space,1735660011752
R,Key.space,1735660011913
P,a,1735660011944
P,n,1735660012073
R,a,1735660012104
P,d,1735660012136
R,n,1735660012184
P,Key.space,1735660012264
R,d,1735660012296
R,Key.space,1735660012375
P,t,1735660012392
R,t,1735660012536
P,h,1735660012568
P,e,1735660012665
R,h,1735660012680
R,e,1735660012776
P,Key.space,1735660012824
R,Key.space,1735660012952
P,s,1735660013113
R,s,1735660013240
P,l,1735660013560
R,l,1735660013688
P,a,1735660013736
P,p,1735660013896
R,a,1735660013945
R,p,1735660013992
P,p,1735660014088
P,e,1735660014217
R,p,1735660014248
R,e,1735660014328
P,d,1735660014488
R,d,1735660014632
P,Key.ctrl,1735660015353
P,a,1735660015576
R,Key.ctrl,1735660015687
R,a,1735660015704
P,Key.shift,1735660016232
P,W,1735660016313
R,Key.shift,1735660016377
R,W,1735660016424
P,i,1735660016569
R,i,1735660016665
P,l,1735660016776
R,l,1735660016856
P,l,1735660016968
R,l,1735660017064
P,Key.space,1735660017113
R,Key.space,1735660017192
P,Key.shift,1735660017352
P,S,1735660017400
R,Key.shift,1735660017480
R,S,1735660017528
P,m,1735660017641
R,m,1735660017752
P,i,1735660017880
R,i,1735660017976
P,t,1735660018041
P,h,1735660018136
R,t,1735660018168
P,Key.space,1735660018280
R,h,1735660018296
R,Key.space,1735660018391
P,Key.shift,1735660019064
P,S,1735660019176
R,Key.shift,1735660019240
R,S,1735660019304
P,l,1735660019464
R,l,1735660019592
P,a,1735660019753
R,a,1735660019879
