user_id,platform_id,IL_eKey.space_mean,IL_eKey.space_median,IL_eKey.space_q1,IL_eKey.space_q3,IL_eKey.space_std,IL_Key.spacet_mean,IL_Key.spacet_median,IL_Key.spacet_q1,IL_Key.spacet_q3,IL_Key.spacet_std,IL_th_mean,IL_th_median,IL_th_q1,IL_th_q3,IL_th_std,IL_sKey.space_mean,IL_sKey.space_median,IL_sKey.space_q1,IL_sKey.space_q3,IL_sKey.space_std,IL_Key.spacea_mean,IL_Key.spacea_median,IL_Key.spacea_q1,IL_Key.spacea_q3,IL_Key.spacea_std,IL_he_mean,IL_he_median,IL_he_q1,IL_he_q3,IL_he_std,IL_tKey.space_mean,IL_tKey.space_median,IL_tKey.space_q1,IL_tKey.space_q3,IL_tKey.space_std,IL_dKey.space_mean,IL_dKey.space_median,IL_dKey.space_q1,IL_dKey.space_q3,IL_dKey.space_std,IL_in_mean,IL_in_median,IL_in_q1,IL_in_q3,IL_in_std,IL_an_mean,IL_an_median,IL_an_q1,IL_an_q3,IL_an_std
03ed26062301e1ac6bbf94f3c03a7e56,1,6.602325581395349e-05,5.6e-05,2.4e-05,9.6e-05,5.946246850388788e-05,0.0001422307692307,0.000145,0.000136,0.000161,3.577511669245782e-05,0.0001206923076923,0.00013,0.0001215,0.000136,3.8364326378310595e-05,9.368e-05,6.4e-05,3.6e-05,0.000121,9.836611882824966e-05,4.0625e-05,8e-06,-1.75e-06,4.175e-05,0.0001039479837867,1.8800000000000003e-05,1.2e-05,1e-06,3.2e-05,2.55488327941387e-05,0.0001259,0.000112,6.4e-05,0.00015475,9.667545494976266e-05,7.893333333333336e-05,5.2e-05,2.1e-05,0.00010575,0.0001029207707776,0.0001541874999999,0.0001235,0.000104,0.0001697499999999,0.0001072089665093,2.963636363636364e-05,4e-05,2.4e-05,5.675e-05,4.667470555373797e-05
03ed26062301e1ac6bbf94f3c03a7e56,2,6.498039215686273e-05,5.6e-05,3.2e-05,7.45e-05,6.697297669839036e-05,0.0001906363636363,0.000128,0.0001085,0.000158,0.0001648989222082,0.0001015357142857,0.000128,5.475e-05,0.000137,5.240828471604759e-05,0.000116,7.2e-05,5.55e-05,0.000133,0.0001308648157451,6.293333333333334e-05,3.6e-05,1.25e-05,9.95e-05,8.008430082166691e-05,8.16842105263158e-05,4e-05,1.6e-05,0.0001315,9.42408572822136e-05,0.0001406875,0.000116,7.525e-05,0.00015625,0.0001152045691018,5.604761904761904e-05,5.6e-05,2.3e-05,0.000113,5.746953644364655e-05,0.0001422,0.000132,0.00012,0.000144,6.829592471980546e-05,4.604761904761905e-05,4e-05,1.6e-05,5.6e-05,4.992241599770206e-05
03ed26062301e1ac6bbf94f3c03a7e56,3,6.023076923076923e-05,5.6e-05,2.8e-05,8.7e-05,5.87127088987965e-05,0.0001887333333333,0.000153,0.000132,0.000164,0.0001282845423639,0.0001658695652173,0.00014,0.000128,0.000164,8.935287773146022e-05,8.589285714285716e-05,8.45e-05,3.275e-05,0.00013,6.940932762896326e-05,6.341666666666666e-05,5.05e-05,2e-05,8.925e-05,6.941372451839155e-05,5.188461538461539e-05,3.7000000000000005e-05,1.6e-05,5.675e-05,6.394705742914333e-05,0.0001046923076923,0.000112,6.725e-05,0.000136,4.5330580610240795e-05,6.769230769230768e-05,7.1e-05,4.8e-05,8.1e-05,3.798548980725977e-05,0.0001302142857142,0.0001284999999999,0.00010675,0.000156,3.732431373253091e-05,1.6125e-05,3.6e-05,-9.25e-06,4e-05,3.8398056126394135e-05
090e14f795db6d9fad9fc4ddd6ff5094,1,0.0001337333333333,0.0001284999999999,0.0001095,0.000163,4.590840455946386e-05,0.00040175,0.000312,0.0001805,0.0004095,0.0002954910012473,0.0001716666666666,0.000164,0.0001455,0.00019175,3.3508027079908464e-05,0.0001867499999999,0.000157,0.0001185,0.00021325,0.0001598679482246,0.000351909090909,0.00029,0.0002205,0.0004374999999999,0.0002088618943443,0.0001714999999999,0.0001515,9.725e-05,0.0002045,9.533338631064433e-05,0.0001643333333333,0.000158,0.0001195,0.00022075,7.016646872497813e-05,0.0001458421052631,0.000126,7.9e-05,0.0001999999999999,8.688770732509015e-05,0.0002025,0.000201,0.000189,0.000214,1.850883364982578e-05,0.0002470769230769,0.000151,0.000124,0.000215,0.000233318616752
090e14f795db6d9fad9fc4ddd6ff5094,2,0.0001273947368421,0.0001264999999999,8.925e-05,0.00016125,5.36381970965348e-05,0.0003297647058823,0.000225,0.000155,0.000332,0.0002473960714653,0.0001652307692307,0.00016,0.000149,0.00017575,2.544532600271837e-05,0.0001545,0.0001255,0.00010425,0.00017675,8.447989666883165e-05,0.0004888181818181,0.000432,0.0002705,0.0006475,0.0002682434782736,0.0001919333333333,0.000112,8.625000000000001e-05,0.0002695,0.000147745105137,0.0001922499999999,0.0001115,9.9e-05,0.00019825,0.0002101382084882,0.0001258333333333,0.000126,8.375e-05,0.0001495,5.935858132124275e-05,0.0002089999999999,0.000181,0.00016,0.000205,0.0001022741414043,0.0002553157894736,0.000156,0.0001055,0.000363,0.0002390325530205
090e14f795db6d9fad9fc4ddd6ff5094,3,0.0001441818181818,0.00014,0.000105,0.00017,6.365701775209792e-05,0.0003051999999999,0.000223,0.00014925,0.000386,0.000217810213004,0.0001643478260869,0.00016,0.00015,0.0001785,2.1314972747838703e-05,0.0001985789473684,0.000158,8.400000000000001e-05,0.000214,0.0002003181679754,0.0005862,0.000584,0.000325,0.00079875,0.0002871913028704,0.000196947368421,0.000214,0.0001075,0.000257,0.0001044235359188,0.0001152,0.000123,8.9e-05,0.00013325,3.2591068987957084e-05,0.000135619047619,0.00013,0.000114,0.000163,4.692704570977827e-05,0.0001964117647058,0.000191,0.000184,0.000211,3.6824005118145096e-05,0.0002903888888888,0.000168,0.0001329999999999,0.00049575,0.000204800373072
0b368dc281d8fec53d8ecaa40d0f35eb,1,0.0001224583333333,3.2500000000000004e-05,6.75e-06,0.000149,0.0002424571641533,0.0001731176470588,0.000129,4.8e-05,0.000272,0.0001397215455615,0.0001803749999999,-4e-06,-3.05e-05,0.000369,0.0003327945981611,7.472727272727272e-05,9e-06,-2.3e-05,6.6e-05,0.0002218826087043,0.0001385172413793,4.1e-05,1.6e-05,0.000265,0.000195521394644,5.025e-05,2.85e-05,0.0,4.175e-05,8.980014847797673e-05,7.925000000000002e-05,2.75e-05,-1.525e-05,9.75e-05,0.0001501770868255,8.610526315789474e-05,3.1e-05,-3.85e-05,9.85e-05,0.0001974486979042,0.0001359285714285,8.8e-05,7.950000000000001e-05,0.000145,0.0001609057530844,8.249999999999997e-06,-2.6e-05,-4.2e-05,2e-06,0.0001001082747162
0b368dc281d8fec53d8ecaa40d0f35eb,2,0.0001837083333333,3.75e-05,-1.5e-06,0.0001922499999999,0.0003312822885548,0.0001803636363636,0.000104,5.6e-05,0.00032975,0.0001863531070829,6.739999999999998e-05,-1.6e-05,-3.7000000000000005e-05,2.6e-05,0.0002125019876068,0.0001122916666666,3.5e-05,-1.95e-05,0.000116,0.0002701694281881,0.0001289285714285,4.85e-05,7.5e-07,0.00017625,0.0002056732267225,3.433333333333333e-05,3.75e-05,1.3e-05,4.925e-05,3.5884494836864705e-05,4.664705882352941e-05,1.9e-05,-1.35e-05,4.625e-05,0.0001307168771076,-8.545454545454544e-06,-8e-06,-3.9e-05,8.5e-06,4.2765321549974663e-05,9.148148148148148e-05,8.8e-05,7.8e-05,0.0001035,2.87848389185514e-05,3.4222222222222224e-05,0.0,-2.4e-05,3.0249999999999997e-05,0.0001645062328715
0b368dc281d8fec53d8ecaa40d0f35eb,3,0.0002064166666666,5.1e-05,-1.425e-05,0.00034975,0.0003178689799363,0.0001091428571428,4.9e-05,2.1e-05,8.1e-05,0.0002041242968669,8.53157894736842e-05,-1.4e-05,-3.2500000000000004e-05,4.9e-05,0.0002449494398241,6.98235294117647e-05,4e-05,-3.2e-05,0.000128,0.0001392144188357,6.68095238095238e-05,1.8e-05,0.0,8.1e-05,0.0001646507270095,1.8909090909090912e-05,0.0,-2.5e-05,3.5e-05,6.355226911048031e-05,9.34285714285714e-05,1.6e-05,0.0,5.6e-05,0.0002032522008315,0.0001214444444444,1e-05,-2.55e-05,3.875e-05,0.0003114960527031,0.00017075,0.0001115,9.225e-05,0.00013625,0.0001772565417098,4.53333333333333e-06,-3e-05,-4.8e-05,0.0,0.0001050420777366
0b3f2442320cf16d3e7e5ddd1a56820d,1,-2.8409090909090906e-05,0.0,-3.35e-05,1.225e-05,0.0002762146610175,0.000329947368421,0.000224,1.5e-06,0.00051,0.0003507635280806,4.285714285714287e-06,0.0,-1e-06,1e-06,0.0001697475177439,-1.8e-05,-2e-06,-2.7e-05,-1e-06,2.946183972531247e-05,0.00037125,0.0002555,1.5e-06,0.00063225,0.0004288818518626,0.0002005833333333,0.0001285,5e-06,0.00042175,0.0002072330520906,7.1e-05,2e-06,1e-06,5.2500000000000006e-06,0.0001690313580374,5.5875e-05,0.0,0.0,8.25e-06,0.0001594942341098,0.0001155,5e-06,3.750000000000001e-06,0.0001167499999999,0.0002243457153591,6.6363636363636375e-06,1e-06,-5e-07,1.1e-05,0.0002815834770462
