user_id,platform_id,session_id,video_id,IL_eKey.space_mean,IL_eKey.space_median,IL_eKey.space_q1,IL_eKey.space_q3,IL_eKey.space_std,IL_Key.spacet_mean,IL_Key.spacet_median,IL_Key.spacet_q1,IL_Key.spacet_q3,IL_Key.spacet_std,IL_th_mean,IL_th_median,IL_th_q1,IL_th_q3,IL_th_std,IL_Key.spacea_mean,IL_Key.spacea_median,IL_Key.spacea_q1,IL_Key.spacea_q3,IL_Key.spacea_std,IL_sKey.space_mean,IL_sKey.space_median,IL_sKey.space_q1,IL_sKey.space_q3,IL_sKey.space_std,IL_dKey.space_mean,IL_dKey.space_median,IL_dKey.space_q1,IL_dKey.space_q3,IL_dKey.space_std,IL_he_mean,IL_he_median,IL_he_q1,IL_he_q3,IL_he_std,IL_tKey.space_mean,IL_tKey.space_median,IL_tKey.space_q1,IL_tKey.space_q3,IL_tKey.space_std
03ed26062301e1ac6bbf94f3c03a7e56,3,2,3,5.133333333333333e-05,4.5e-05,2.025e-05,7.500000000000001e-05,3.640146517197717e-05,0.0001446666666666,0.000153,0.0001325,0.000161,2.939954648176283e-05,0.00022425,0.000156,0.00012625,0.000254,0.0001960278466613,3.3e-05,3.3e-05,3.3e-05,3.3e-05,0.0,0.0001108,9.6e-05,8e-05,0.000137,4.589880172727824e-05,6.75e-05,6.75e-05,6.175e-05,7.324999999999999e-05,1.626345596729059e-05,4.8666666666666666e-05,4e-05,2e-05,7.874999999999999e-05,4.1306980846664e-05,2.4e-05,2.4e-05,1.2e-05,3.6e-05,3.3941125496954285e-05
090e14f795db6d9fad9fc4ddd6ff5094,1,1,1,0.0001253333333333,0.000129,0.0001215,0.0001309999999999,1.0016652800877807e-05,0.000644,0.000644,0.0004795,0.0008085,0.0004652762620207,0.0001717843137254,0.0001697647058823,0.0001628529411764,0.0001794558823529,1.9782660501806787e-05,0.0002275,0.0002275,0.00020925,0.00024575,5.161879502661798e-05,0.0001169999999999,9.9e-05,8.3e-05,0.0001419999999999,6.1024585209569427e-05,0.0001149999999999,0.000104,8.3e-05,0.000122,5.386650164991225e-05,0.000272,0.000272,0.0002315,0.0003125,0.0001145512985522,0.0001557395833333,0.00014528125,0.0001285625,0.0001784375,5.3548276853496945e-05
090e14f795db6d9fad9fc4ddd6ff5094,1,1,2,0.0001306666666666,0.000137,0.000114,0.00015175,3.1423982348942765e-05,0.0001799999999999,0.0001799999999999,0.0001795,0.0001805,1.4142135623731104e-06,0.00016825,0.000166,0.00015825,0.000176,2.192981228069831e-05,0.000434,0.000434,0.000434,0.000434,0.0,0.0003473333333333,0.000128,8.3e-05,0.000502,0.0004600449253424,4.25e-05,4.25e-05,3.625e-05,4.875e-05,1.767766952966369e-05,0.00015725,0.0001595,0.0001295,0.00018725,7.385740766278402e-05,0.0002286666666666,0.000229,0.0002235,0.000234,1.0503967504392483e-05
090e14f795db6d9fad9fc4ddd6ff5094,1,1,3,7.25e-05,7.25e-05,6.324999999999999e-05,8.175000000000001e-05,2.616295090390226e-05,0.0003432760416666,0.0003234375,0.000278234375,0.000395328125,0.0001263271343819,0.000202,0.000202,0.000202,0.000202,0.0,0.0003425,0.0003425,0.0002627499999999,0.00042225,0.0002255670631985,0.0001538571428571,0.000139,0.00012,0.0001625,5.63720633275874e-05,0.000252,0.000252,0.000252,0.000252,0.0,0.0001703306722689,0.0001568823529411,0.0001296911764705,0.0002006617647058,7.131393783932433e-05,0.000156,0.000156,0.000156,0.000156,0.0
090e14f795db6d9fad9fc4ddd6ff5094,1,2,1,0.0001247142857142,0.00012,9.5e-05,0.0001515,3.5598287813293706e-05,0.000321,0.000321,0.000321,0.000321,0.0,0.00019,0.00019,0.00019,0.00019,0.0,0.0005009999999999,0.0005009999999999,0.0003149999999999,0.000687,0.0005260874452027,0.00011925,0.0001325,0.0001054999999999,0.00014625,4.443253312607779e-05,0.00011875,0.0001105,7.475e-05,0.0001545,6.159207200065064e-05,0.000152,0.000152,0.000152,0.000152,0.0,9e-05,9e-05,9e-05,9e-05,0.0
090e14f795db6d9fad9fc4ddd6ff5094,1,2,2,0.0001461428571428,0.000128,0.000113,0.000174,6.158578995035724e-05,0.00048475,0.0003985,0.000167,0.00071625,0.0003930109201197,0.00015025,0.000154,0.0001415,0.00016275,1.7017148213885118e-05,0.0003455,0.0003455,0.00029775,0.00039325,0.0001350573952066,0.0002466666666666,0.000246,0.000236,0.000257,2.1007935008784984e-05,0.0002235,0.000213,0.000162,0.0002745,0.0001157742055324,0.000168,0.0001235,9.725e-05,0.0001942499999999,0.0001108061370141,0.0001906666666666,0.00016,0.0001405,0.0002255,8.905241902011048e-05
090e14f795db6d9fad9fc4ddd6ff5094,1,2,3,0.0001622,0.000137,0.000127,0.000176,5.3550910356407574e-05,0.0003043333333333,0.000309,0.0002885,0.0003225,3.423935357645252e-05,0.000197,0.000197,0.0001705,0.0002235,7.495331880577403e-05,0.0003019999999999,0.0003019999999999,0.000296,0.000308,1.6970562748477133e-05,0.00019875,0.000202,0.00018725,0.0002135,2.661296676434253e-05,0.0001875,0.0001875,0.00017875,0.00019625,2.474873734152915e-05,6.1e-05,6.1e-05,6.1e-05,6.1e-05,0.0,0.000117,0.0001305,9.65e-05,0.0001509999999999,5.4839158758439515e-05
090e14f795db6d9fad9fc4ddd6ff5094,2,1,1,0.0001392857142857,0.00012,0.0001105,0.00014,5.810827332292218e-05,0.000938,0.000938,0.000938,0.000938,0.0,0.000188,0.0002,0.00018,0.000202,2.4331050121192876e-05,0.000226,0.000226,0.000226,0.000226,0.0,0.00011125,0.000116,0.00010525,0.000122,1.4637281168304445e-05,0.000103,0.000123,8.850000000000001e-05,0.0001275,4.2673176586703745e-05,0.0001133333333333,0.000119,9.25e-05,0.000137,4.476978147515725e-05,0.0002909999999999,0.000272,0.0002265,0.000346,0.0001206275258802
090e14f795db6d9fad9fc4ddd6ff5094,2,1,2,0.0001085555555555,9.1e-05,8.8e-05,0.000165,4.894157514606348e-05,0.0003756666666666,0.0002785,0.000216,0.0004767499999999,0.0002471968176709,0.0001542499999999,0.000147,0.0001432499999999,0.000158,2.099801577927464e-05,0.000429,0.0002705,0.00022625,0.00047325,0.0003769889476717,0.000102,0.0001054999999999,9.075e-05,0.0001167499999999,3.661511527588937e-05,9.3e-05,0.000109,7.500000000000001e-05,0.0001189999999999,4.613025037868318e-05,0.000168,0.000107,8.950000000000001e-05,0.0001635,0.0001433646698856,0.000115,0.000115,0.000115,0.000115,0.0
090e14f795db6d9fad9fc4ddd6ff5094,2,1,3,0.0001253333333333,0.000138,0.00013075,0.0001474999999999,5.023013703611276e-05,0.0001633333333333,0.000143,0.0001425,0.000174,3.608785575970582e-05,0.00017,0.0001625,0.0001585,0.00017325,2.583795657554986e-05,0.000489,0.000473,0.0004247166666666,0.0005372833333333,0.0001482949416378,0.0003205,0.0003205,0.00030775,0.00033325,3.606244584051392e-05,0.000177,0.000151,0.000123,0.0002179999999999,9.76319619796714e-05,0.0002113333333333,0.0001509999999999,8.6e-05,0.00026925,0.0001856024425126,7.9e-05,8.950000000000001e-05,7.325e-05,9.525e-05,3.0055504210266268e-05
090e14f795db6d9fad9fc4ddd6ff5094,2,2,1,0.0001114,8.3e-05,6.4e-05,0.000132,6.731121749010338e-05,0.0002675,0.0002675,0.00026175,0.00027325,1.6263455967290604e-05,0.0001646,0.00016,0.000149,0.000204,4.18365868588727e-05,0.0006774999999999,0.0006774999999999,0.00060375,0.00075125,0.00020859650045,0.0002115,0.0002109999999999,0.00017175,0.00025075,7.07789987684671e-05,7.75e-05,7.75e-05,7.625e-05,7.875e-05,3.5355339059327467e-06,7.166666666666667e-05,7.2e-05,5.9e-05,8.45e-05,2.5501633934580216e-05,0.0004153333333333,0.00025,0.0001755,0.0005725,0.0004220311994785
090e14f795db6d9fad9fc4ddd6ff5094,2,2,2,0.000154625,0.0001335,0.0001235,0.00017575,5.053693840011624e-05,0.0003703333333333,0.000244,0.0002295,0.000448,0.0002443610716405,0.00015325,0.0001495,0.0001464999999999,0.00015625,1.0904891868637054e-05,0.00052,0.000474,0.00041575,0.00057825,0.0001743502222539,0.000149,0.000149,0.000149,0.000149,0.0,0.00017125,0.0001599999999999,0.00015325,0.000178,3.342030321027424e-05,0.0003315714285714,0.00027,0.0002635,0.0004235,0.0001118970615385,0.0001089999999999,0.000111,0.0001075,0.0001115,4.358898943540677e-06
090e14f795db6d9fad9fc4ddd6ff5094,2,2,3,0.0001143333333333,8.4e-05,8.15e-05,0.000132,5.6923925842595695e-05,0.000139,0.000139,0.000133,0.000145,1.697056274847715e-05,0.00016475,0.0001639999999999,0.00015825,0.0001705,8.808140174482542e-06,0.000489,0.000473,0.0004247166666666,0.0005372833333333,0.0001482949416378,9.733333333333332e-05,0.0001,7.6e-05,0.0001199999999999,4.4060564378288815e-05,0.0001019999999999,0.000113,8.85e-05,0.0001209999999999,3.38673884437522e-05,9e-05,9e-05,8.750000000000001e-05,9.25e-05,5e-06,9.95e-05,9.95e-05,9.175e-05,0.00010725,2.192031021678298e-05
090e14f795db6d9fad9fc4ddd6ff5094,3,1,1,0.0001505999999999,0.000144,0.000101,0.000169,7.059957506954273e-05,0.0003432760416666,0.0003234375,0.000278234375,0.000395328125,0.0001263271343819,0.00017825,0.000176,0.0001745,0.00017975,6.701989754294361e-06,0.0008215,0.0008215,0.00073625,0.00090675,0.0002411234123846,0.0002523333333333,8.15e-05,8e-05,0.00019625,0.0003576616650784,0.000164,0.000153,0.0001375,0.000185,4.844584605515729e-05,0.0001756666666666,0.000134,0.0001145,0.000216,0.0001077234112592,0.00017,0.00017,0.00017,0.00017,0.0
090e14f795db6d9fad9fc4ddd6ff5094,3,1,2,0.0001038333333333,9.6e-05,8.300000000000001e-05,0.00013,5.712588438410968e-05,0.000366,0.000374,0.00032375,0.00041625,9.47734139935879e-05,0.000196,0.000196,0.000196,0.000196,0.0,0.0004669999999999,0.0004315,0.00031075,0.00058775,0.0002560429651445,0.0001176666666666,0.000136,0.000102,0.0001425,4.350095784386056e-05,8.76e-05,6.6e-05,5.8e-05,0.000125,4.231193685001906e-05,0.000157,0.000157,0.0001285,0.0001855,8.061017305526642e-05,0.000102,0.000102,8.9e-05,0.000115,3.676955262170046e-05
090e14f795db6d9fad9fc4ddd6ff5094,3,1,3,0.0001936666666666,0.00019,0.0001675,0.000218,5.059973649470256e-05,0.000144,0.000144,0.000144,0.000144,0.0,0.00017,0.00017,0.000165,0.000175,1.414213562373095e-05,0.000937,0.000937,0.000937,0.000937,0.0,0.00021,0.000208,0.0001855,0.0002334999999999,4.803123983409131e-05,0.0001696666666666,0.000186,0.0001574999999999,0.00019,3.5444792753426186e-05,0.0002615,0.0002615,0.00025825,0.00026475,9.19238815542511e-06,0.000104,0.000104,0.000104,0.000104,0.0
090e14f795db6d9fad9fc4ddd6ff5094,3,2,1,0.0001693333333333,0.000166,0.000135,0.000176,8.494851381866549e-05,0.0001385,0.0001385,0.00012675,0.00015025,3.323401871576774e-05,0.0001594,0.000155,0.000149,0.000158,2.4357750306627257e-05,0.000489,0.000473,0.0004247166666666,0.0005372833333333,0.0001482949416378,0.0001376666666666,0.000132,0.0001085,0.000164,5.5716544520755525e-05,0.0001535,0.0001554999999999,0.00012375,0.00018525,4.33628104870214e-05,0.0001814,0.000229,0.000115,0.000229,7.335393649968624e-05,0.0001557395833333,0.00014528125,0.0001285625,0.0001784375,5.3548276853496945e-05
090e14f795db6d9fad9fc4ddd6ff5094,3,2,2,0.00013,0.000121,0.000115,0.000154,3.1945265689926575e-05,0.000145,0.000145,0.000145,0.000145,0.0,0.0001623333333333,0.000159,0.00015125,0.00016975,1.5807171368295676e-05,0.0003095,0.0003095,0.0003052499999999,0.00031375,1.2020815280171292e-05,0.00021575,0.00019,0.0001595,0.00024625,7.830868406505117e-05,0.00015025,0.000156,0.0001432499999999,0.000163,1.7461863207191457e-05,0.0002744,0.000259,0.000192,0.000387,0.0001197426406924,0.0001183333333333,0.000128,0.000106,0.0001355,3.06648550189518e-05
090e14f795db6d9fad9fc4ddd6ff5094,3,2,3,0.0001254,0.000122,0.000115,0.000132,1.3240090634130874e-05,0.000511,0.000511,0.000356,0.000666,0.0004384062043356,0.000152,0.000138,0.000135,0.000154,2.8679260799399977e-05,0.000795,0.000795,0.000795,0.000795,0.0,0.0001828151260504,0.0001585882352941,0.0001382794117647,0.0002057352941176,8.558050032661441e-05,9.7e-05,9.7e-05,8.850000000000001e-05,0.0001055,2.4041630560342617e-05,4.95e-05,4.95e-05,4.725e-05,5.175e-05,6.363961030678924e-06,0.0001063333333333,0.000118,9.2e-05,0.0001264999999999,3.594903800289144e-05
0b368dc281d8fec53d8ecaa40d0f35eb,1,1,1,0.0003223333333333,6.4e-05,3.9e-05,0.0004765,0.0004913840995935,0.0003354999999999,0.0003354999999999,0.00030375,0.00036725,8.980256121069153e-05,8.266666666666669e-05,-3.3e-05,-3.6e-05,0.0001435,0.0002055585885662,0.0003227142857142,0.000287,0.0001565,0.000442,0.0002593220097907,3.833333333333333e-06,1e-06,-1.7e-05,5.5e-06,3.543115389973443e-05,0.0001194999999999,6.75e-05,1.325e-05,0.00017375,0.0001852430835415,1.6e-05,2.4e-05,4.000000000000002e-06,3.2000000000000005e-05,2.8844410203711917e-05,0.0001239999999999,4.85e-05,1.025e-05,9.275e-05,0.0002211415836065
0b368dc281d8fec53d8ecaa40d0f35eb,1,1,2,1.5e-05,1.5e-05,1.5e-05,1.5e-05,0.0,0.0001374999999999,0.0001374999999999,0.0001332499999999,0.00014175,1.2020815280171314e-05,0.00025,0.00025,0.0001169999999999,0.000383,0.0003761808075912,2.85e-05,2.85e-05,2.225e-05,3.475e-05,1.767766952966369e-05,3.0000000000000005e-06,0.0,-2.625e-05,2.025e-05,3.9150989770374895e-05,2.4333333333333336e-05,4e-05,-4.499999999999994e-06,6.1000000000000005e-05,6.68904577150832e-05,3.1513305322128855e-05,2.8558823529411765e-05,1.7279411764705884e-05,4.2264705882352936e-05,3.2504304178019204e-05,1.085714285714286e-05,0.0,-2.3000000000000003e-05,1.25e-05,6.716504192764907e-05
0b368dc281d8fec53d8ecaa40d0f35eb,1,1,3,5.600000000000001e-06,-8e-06,-4e-05,4.8e-05,6.704699844139184e-05,0.000119,9.8e-05,7.3e-05,0.0001545,8.350449089719666e-05,0.0001676666666666,-4e-05,-4.45e-05,0.000276,0.0003675109975678,9.025e-05,3.7e-05,1.725e-05,0.0001099999999999,0.0001391602792945,-6.833333333333334e-06,-1.5e-05,-1.725e-05,1.275e-05,3.808105390698459e-05,-2.45e-05,-2.45e-05,-3.075e-05,-1.825e-05,1.767766952966369e-05,2.85e-05,2.85e-05,2.775e-05,2.925e-05,2.1213203435596437e-06,-1.3666666666666667e-05,-3.2e-05,-3.6e-05,-4.999999999999986e-07,3.888873015840622e-05
0b368dc281d8fec53d8ecaa40d0f35eb,1,2,1,0.000154,4.9e-05,6.75e-06,0.0001585,0.0002852117008218,0.0001548333333333,8.35e-05,4.475e-05,0.00026325,0.0001558530290583,0.0001606363636363,0.0,-2.4e-05,6.2e-05,0.0003665341110257,0.0001405714285714,1.6e-05,1.6e-05,0.0002445,0.0001888984357998,0.000133,-7.000000000000001e-06,-4.825e-05,7.175000000000001e-05,0.0003718462047675,-3.2e-05,-3.2e-05,-3.2e-05,-3.2e-05,0.0,8.414285714285715e-05,3.3e-05,4e-06,0.0001015,0.0001284749373372,7.433333333333333e-05,2.4e-05,0.0,7.275e-05,0.000137678853375
