user_id,platform_id,session_id,IL_eKey.space_mean,IL_eKey.space_median,IL_eKey.space_q1,IL_eKey.space_q3,IL_eKey.space_std,IL_Key.spacet_mean,IL_Key.spacet_median,IL_Key.spacet_q1,IL_Key.spacet_q3,IL_Key.spacet_std,IL_th_mean,IL_th_median,IL_th_q1,IL_th_q3,IL_th_std,IL_sKey.space_mean,IL_sKey.space_median,IL_sKey.space_q1,IL_sKey.space_q3,IL_sKey.space_std,IL_Key.spacea_mean,IL_Key.spacea_median,IL_Key.spacea_q1,IL_Key.spacea_q3,IL_Key.spacea_std,IL_he_mean,IL_he_median,IL_he_q1,IL_he_q3,IL_he_std,IL_tKey.space_mean,IL_tKey.space_median,IL_tKey.space_q1,IL_tKey.space_q3,IL_tKey.space_std,IL_dKey.space_mean,IL_dKey.space_median,IL_dKey.space_q1,IL_dKey.space_q3,IL_dKey.space_std,IL_in_mean,IL_in_median,IL_in_q1,IL_in_q3,IL_in_std,IL_an_mean,IL_an_median,IL_an_q1,IL_an_q3,IL_an_std
0b3f2442320cf16d3e7e5ddd1a56820d,1,1,0.0001420909090909,8e-06,-1.5e-06,0.00035,0.0002088302921251,0.0002438,6.65e-05,1.275e-05,0.0004175,0.0003337423490592,4.69e-05,0.0,-7.5e-07,4.000000000000001e-06,0.0001448381855727,1.1916666666666667e-05,7.875e-06,-7.45625e-05,3.525e-05,0.0001392724433395,0.0002495,6.5e-06,5e-07,0.00037775,0.0004110667828954,0.0001838333333333,0.000113,1.25e-06,0.0003815,0.0002147961048684,0.0001403333333333,6e-06,2.5e-06,0.0002109999999999,0.0002387599910649,0.0001144999999999,4e-06,0.0,0.0001185,0.0002236984577506,0.0001523333333333,5e-06,2.5e-06,0.0002285,0.0002595309872314,-7.316666666666668e-05,-5e-07,-0.000322,1.2e-05,0.000319748286417
0b3f2442320cf16d3e7e5ddd1a56820d,1,2,-0.000198909090909,-2.9e-05,-0.0004225,2e-06,0.0002294643565111,0.0004256666666666,0.000506,1e-06,0.000512,0.0003632323636461,-0.0001022499999999,-2.5e-06,-0.00010425,-5e-07,0.0002018437927375,-1.8e-05,-2e-06,-2.7e-05,-1e-06,2.946183972531247e-05,0.0007365,0.0007365,0.00063225,0.00084075,0.0002948635277547,0.0002173333333333,0.00022,1.95e-05,0.00041675,0.0002183333842239,1.6666666666666665e-06,1e-06,1e-06,2e-06,1.1547005383792516e-06,-2.7500000000000004e-06,0.0,-5e-06,2.25e-06,1.2257650672131263e-05,5e-06,5e-06,5e-06,5e-06,0.0,0.0001024,5e-06,1e-06,6e-06,0.0002222797786574
0b3f2442320cf16d3e7e5ddd1a56820d,2,1,5.8714285714285714e-05,0.0,-4e-06,1.6000000000000003e-05,0.0001621477867931,0.0003934285714285,0.000393,1.45e-05,0.0006625,0.0004214723625351,1.0750000000000004e-05,-1.4e-05,-0.000133,0.0001297499999999,0.0003671124941122,-6.433333333333333e-05,5e-06,-0.00029825,1.05e-05,0.0003236230317308,0.0002367499999999,0.0002135,2.25e-06,0.000448,0.0002744587097057,8.26e-05,1e-06,0.0,8e-06,0.0001796991930977,5.666666666666667e-06,1e-06,5e-07,8.5e-06,8.9628864398325e-06,1.1666666666666666e-06,1e-06,2.5e-07,1.75e-06,1.1690451944500125e-06,0.0001596666666666,9e-06,5e-06,0.000239,0.0002679203861846,0.0001898,8e-06,1e-06,0.000443,0.0002579742235185
0b3f2442320cf16d3e7e5ddd1a56820d,2,2,7.266666666666667e-05,-5e-07,-3.5000000000000004e-06,8.25e-06,0.0001806957932464,0.0002188888888888,1.2e-05,0.0,0.000449,0.0002577078988139,0.000178,3e-06,0.0,0.000438,0.0002428651889423,0.000103,1.5e-06,0.0,0.0001045,0.0002040049019018,0.0004022857142857,0.000436,0.00043,0.0004935,0.0001811681670766,0.0002166666666666,0.0002179999999999,8.5e-06,0.00041775,0.0002281540415304,2e-06,2e-06,1.5e-06,2.5e-06,1.4142135623730952e-06,0.0001493333333333,8e-06,4e-06,0.000224,0.0002517564961095,0.000225,0.000225,0.0001165,0.0003335,0.0003068843430349,0.0001975,0.0001975,8.425e-05,0.00031075,0.0003203193718775
0b3f2442320cf16d3e7e5ddd1a56820d,3,1,-4.0900000000000005e-05,0.0,-5.5e-06,8.25e-06,0.0001353271345049,0.0002008333333333,3e-06,7.5e-07,0.00045,0.0003088089484886,8.454545454545459e-06,0.0,-5.650000000000001e-05,2.55e-05,0.0001913365431047,2.7e-05,2.7e-05,2.7e-05,2.7e-05,0.0,0.0003183333333333,0.000243,3.5000000000000004e-06,0.0004885,0.0003809586154251,6.025e-05,5e-06,3e-06,1.75e-05,0.0001458548691581,1.7666666666666668e-05,3e-06,1.5e-06,2.65e-05,2.804163571073081e-05,-2.2000000000000005e-06,0.0,0.0,5.5e-06,2.037318499073394e-05,4.75e-05,4.75e-05,2.7749999999999997e-05,6.725000000000001e-05,5.586143571373726e-05,6.800000000000001e-05,2.5e-06,0.0,0.00017225,0.0002213675676335
0b3f2442320cf16d3e7e5ddd1a56820d,3,2,9.94e-05,9e-06,-7.5e-07,6.55e-05,0.0001799198587025,0.0002926249999999,0.0002215,3.25e-06,0.00047425,0.0003407814286941,6.85e-05,-5e-07,-2.5e-06,2.25e-06,0.0001702571584398,1.1916666666666667e-05,7.875e-06,-7.45625e-05,3.525e-05,0.0001392724433395,0.0003886738095238,0.0003271,0.0002137,0.0005296999999999,0.0003085031605715,8.96e-05,0.0,0.0,5e-06,0.0001975684691442,0.0002165,0.0002165,0.00010825,0.00032475,0.0003061772362537,4e-06,3e-06,0.0,8e-06,4.301162633521313e-06,0.000439,0.000439,0.000439,0.000439,0.0,0.0001812,3e-05,3e-06,0.000412,0.0002339908117854
1770934ad1b91344c763822588694de5,1,1,0.0001644,6.75e-05,4.8249999999999994e-05,9.025e-05,0.0002327904159921,0.0002208,0.000141,5.925e-05,0.000193,0.0002719468085245,5.6125e-05,3.2500000000000004e-05,1.9e-05,5.775e-05,5.8902916493401e-05,0.0001402857142857,6.1000000000000005e-05,3.2e-05,0.0001407499999999,0.000171050342824,0.0001565,8.2e-05,4.675e-05,0.000169,0.0001867178230768,8.400000000000001e-05,8.3e-05,5.5e-05,0.000104,3.841874542459709e-05,0.0001495263157894,7.2e-05,4.0499999999999995e-05,0.000123,0.0001922476320966,8.57e-05,5.4e-05,3.45e-05,7.675e-05,0.0001096803942775,9.0375e-05,8.45e-05,6.4e-05,0.0001035,3.0302934794221785e-05,0.00017425,6.4e-05,6.225e-05,0.000176,0.0002251908449885
1770934ad1b91344c763822588694de5,1,2,5.5400000000000005e-05,5.45e-05,2.05e-05,7.5e-05,3.918106118465343e-05,3.555555555555556e-05,8e-06,-1.6e-05,9.2e-05,5.691904582631176e-05,4.014285714285714e-05,3.9e-05,2.65e-05,4.65e-05,3.079734063967521e-05,0.0001033529411764,3.7e-05,2.5e-05,0.000103,0.0001342008481607,0.0001641818181818,0.000167,7.25e-05,0.0002154999999999,0.0001321906336937,7.3e-05,7.55e-05,6.55e-05,8.300000000000001e-05,1.816590212458495e-05,6.914285714285715e-05,3.45e-05,1.9e-05,6.625e-05,0.0001069729348536,3.4750000000000004e-05,3.4e-05,3.025e-05,4.275e-05,1.504042172661012e-05,6.749999999999999e-05,6.7e-05,5.975e-05,7.225e-05,1.02399776785471e-05,2.8874999999999997e-05,2.45e-05,4e-06,4.5e-05,3.463869636280046e-05
1770934ad1b91344c763822588694de5,2,1,0.0001749333333333,0.000162,7.649999999999999e-05,0.0002275,0.0001296492337405,3.625e-05,3.1e-05,4.999999999999994e-07,6.675e-05,5.348753748927564e-05,3.8375e-05,3.0500000000000003e-05,-1.625e-05,5.650000000000001e-05,6.496578769959286e-05,4.353846153846154e-05,2.4e-05,1.5e-05,4.7e-05,6.009383687841234e-05,7.3e-05,4.9e-05,4.2e-05,9e-05,5.375406961337904e-05,0.000111,8.9e-05,4.9e-05,0.000153,7.745482554366772e-05,5.15e-05,3.75e-05,1.8e-05,6.424999999999999e-05,5.11554944789376e-05,2.5166666666666667e-05,2.05e-05,1.15e-05,2.725e-05,2.1710980324864807e-05,7.99e-05,7.85e-05,6.125e-05,9.275e-05,2.5026430473046343e-05,7.071428571428571e-05,6.4e-05,9.999999999999995e-07,0.000129,7.524119945374406e-05
1770934ad1b91344c763822588694de5,2,2,8.452941176470589e-05,2.4e-05,1.5e-05,5.4e-05,0.0001554550247045,7.899999999999999e-06,-1.4e-05,-3.55e-05,3e-05,6.457803204048744e-05,8.181818181818183e-06,8e-06,-3e-06,2.3e-05,2.1535172076480753e-05,1.6454545454545455e-05,1.8e-05,1e-05,2.75e-05,1.7218383410550694e-05,9.45833333333333e-05,4.2e-05,2.175e-05,5.175e-05,0.0001969238239122,6.34e-05,6.6e-05,3.85e-05,9.125e-05,3.777182959708348e-05,8.788888888888888e-05,6.2e-05,3.9e-05,7.725e-05,0.0001264361679867,4.736363636363636e-05,2.4e-05,9.5e-06,6.85e-05,5.67789973974052e-05,8.191666666666667e-05,7.2e-05,6.675e-05,8.075000000000001e-05,3.2922659600213276e-05,7.322222222222223e-05,1.6e-05,1.4e-05,5.4e-05,0.0001439963348298
1770934ad1b91344c763822588694de5,3,1,0.0001731176470588,5.6e-05,3.8e-05,8.8e-05,0.0002685137059706,8.254545454545454e-05,7.5e-05,5.499999999999998e-06,0.0001599999999999,9.384280860712092e-05,4.239999999999999e-05,2.05e-05,1.1e-05,2.925e-05,7.945956344092398e-05,0.0001115454545454,2.4e-05,4.499999999999999e-06,9.2e-05,0.0002409623886154,0.0001025833333333,8.45e-05,3.775e-05,0.000177,9.357491732037572e-05,7.83e-05,7.999999999999999e-05,4.775e-05,9.95e-05,5.894828241772613e-05,0.0001759375,6.85e-05,3.65e-05,0.000147,0.0002550987962208,0.0001252222222222,5e-05,2.7e-05,7e-05,0.000246175129622,6.764285714285714e-05,6.400000000000001e-05,5.575e-05,7.15e-05,1.795553115062595e-05,9.475e-05,3.1e-05,1.425e-05,9.425e-05,0.0001446234025717
1770934ad1b91344c763822588694de5,3,2,8.435000000000002e-05,4.9e-05,3.425e-05,8.9e-05,0.000101970209788,7.68e-05,4.999999999999999e-07,-1.8e-05,0.000152,0.0001252267277115,1.9666666666666662e-05,1.5e-05,-9e-06,4.8e-05,2.9597297173897484e-05,4.625e-05,1.9e-05,8.75e-06,3.775e-05,8.522401852373151e-05,7.957142857142856e-05,4.9e-05,2.6e-05,0.00012,9.091728318066031e-05,0.000245625,0.000145,5.85e-05,0.00034775,0.0002646755088783,0.0001163888888888,4.95e-05,2.375e-05,0.00014025,0.0001699526366162,5.9888888888888886e-05,3.9e-05,2.9e-05,7.2e-05,5.709957189954327e-05,7.830769230769231e-05,7.5e-05,6.4e-05,8.6e-05,1.8602798245535605e-05,0.0001685,3.7e-05,1.55e-05,7.425e-05,0.0003267199106268
2b1276338fe225d4eaec3ba139659c35,1,1,9.391009084354163e-05,5.803240740740741e-05,2.5828703703703704e-05,0.0001110578703703,0.0001249636794665,0.0002599788668547,0.000190125,0.0001196828703703,0.0003354212962962,0.0002143482952996,8.260473067355131e-05,6.115277777777777e-05,4.103935185185186e-05,9.561805555555556e-05,8.675615356177714e-05,8.914838011386959e-05,5.599768518518518e-05,2.6232638888888885e-05,9.910879629629628e-05,0.0001160729958143,0.0002455064237996,0.0001855425925925,0.0001109648148148,0.0003245157407407,0.00020850407569,0.0001156015654502,9.245833333333334e-05,5.8136574074074065e-05,0.0001411435185185,9.75322342526827e-05,0.0001215729109061,9.16712962962963e-05,6.390277777777778e-05,0.0001401759259259,0.0001041473687485,8.072772512368315e-05,5.401851851851852e-05,2.9810185185185184e-05,9.188657407407408e-05,9.642316560483094e-05,0.0001617100685015,0.0001414212962962,0.0001257152777777,0.0001696111111111,7.019887197398161e-05,0.0001053401267752,6.782407407407407e-05,3.218055555555556e-05,0.0001320763888888,0.0001272388447514
