user_id,platform_id,session_id,IL_eKey.space_mean,IL_eKey.space_median,IL_eKey.space_q1,IL_eKey.space_q3,IL_eKey.space_std,IL_Key.spacet_mean,IL_Key.spacet_median,IL_Key.spacet_q1,IL_Key.spacet_q3,IL_Key.spacet_std,IL_th_mean,IL_th_median,IL_th_q1,IL_th_q3,IL_th_std,IL_sKey.space_mean,IL_sKey.space_median,IL_sKey.space_q1,IL_sKey.space_q3,IL_sKey.space_std,IL_Key.spacea_mean,IL_Key.spacea_median,IL_Key.spacea_q1,IL_Key.spacea_q3,IL_Key.spacea_std,IL_he_mean,IL_he_median,IL_he_q1,IL_he_q3,IL_he_std,IL_tKey.space_mean,IL_tKey.space_median,IL_tKey.space_q1,IL_tKey.space_q3,IL_tKey.space_std,IL_dKey.space_mean,IL_dKey.space_median,IL_dKey.space_q1,IL_dKey.space_q3,IL_dKey.space_std,IL_in_mean,IL_in_median,IL_in_q1,IL_in_q3,IL_in_std,IL_an_mean,IL_an_median,IL_an_q1,IL_an_q3,IL_an_std
03ed26062301e1ac6bbf94f3c03a7e56,1,1,6.993103448275863e-05,6.9e-05,2.5e-05,9.6e-05,6.0838739440826416e-05,0.00013275,0.0001435,0.00011825,0.00015725,4.162331077653483e-05,0.0001283571428571,0.0001305,0.0001215,0.00013575,1.8041009450084045e-05,0.0001121249999999,9.1e-05,2.675e-05,0.000144,0.0001184521703755,5.725e-05,8e-06,-1.75e-06,3.3e-05,0.0001439074603446,1.5333333333333334e-05,1.8e-05,3e-06,2.9999999999999997e-05,2.09252638374446e-05,0.0001271153846153,0.00012,7.400000000000001e-05,0.00015825,8.328232798046746e-05,8.78125e-05,6.45e-05,3.9e-05,0.00012375,7.155903739803474e-05,0.0001235,0.000108,0.000101,0.000154,3.951722549864946e-05,2.3333333333333336e-05,4e-05,2.4e-05,4.8e-05,5.848076606885379e-05
03ed26062301e1ac6bbf94f3c03a7e56,1,2,5.792857142857145e-05,3.2000000000000005e-05,2e-05,9.4e-05,5.78492261575984e-05,0.0001574,0.000153,0.000145,0.000176,1.84472220130837e-05,0.00011175,0.00013,0.000126,0.000136,5.289977659344473e-05,6.088888888888889e-05,5.7e-05,4.1e-05,6.4e-05,2.880297052581749e-05,2.4e-05,1.6e-05,0.0,4.175e-05,4.257766013835357e-05,2.111111111111111e-05,1e-05,1e-06,3.2e-05,2.9216623882836143e-05,0.0001236428571428,0.000104,5.2749999999999995e-05,0.00013475,0.0001212090420229,6.878571428571429e-05,4.15e-05,-9e-06,9.2e-05,0.0001323382487715,0.0002053333333333,0.0001365,0.00012725,0.00016825,0.0001632417430275,3.4000000000000007e-05,4.9e-05,2e-05,5.9e-05,3.849675310984031e-05
03ed26062301e1ac6bbf94f3c03a7e56,2,1,7.20294117647059e-05,6.4e-05,3.2e-05,8.625e-05,7.716196476052238e-05,0.000182,0.000116,0.000104,0.00014,0.000196509541753,0.0001026666666666,0.000128,9.1e-05,0.00013675,5.4942750953633014e-05,0.0001215625,5.9999999999999995e-05,4.8e-05,0.00010425,0.000168652292701,6.500000000000001e-05,3.4e-05,1.025e-05,8.999999999999999e-05,9.2462605053791e-05,4.4e-05,1.6e-05,8e-06,2.6e-05,9.159330397650986e-05,0.0001493913043478,0.00012,7.999999999999999e-05,0.0001515,0.0001320935409371,6.146153846153846e-05,5.6e-05,1.6e-05,0.00012,6.57579087570656e-05,0.000130125,0.000132,0.0001189999999999,0.0001387499999999,1.5235648985192591e-05,4.446666666666667e-05,3.2e-05,1.4e-05,5.650000000000001e-05,5.347878974304628e-05
03ed26062301e1ac6bbf94f3c03a7e56,2,2,5.088235294117647e-05,5.2e-05,3.2e-05,6.5e-05,3.7682692235529656e-05,0.000201,0.000152,0.000128,0.000164,0.0001395098562826,9.95e-05,0.000128,5.025e-05,0.000142,5.030628412258475e-05,0.0001100666666666,7.3e-05,6.45e-05,0.000148,7.841780652984616e-05,5.88e-05,6.4e-05,2.3e-05,9.5e-05,5.6384395004291755e-05,0.0001036666666666,7.6e-05,3.8e-05,0.00016725,9.23376544224642e-05,0.0001184444444444,0.000112,7.3e-05,0.000169,5.1681986975906583e-05,4.725e-05,5.2e-05,2.9999999999999997e-05,6.424999999999999e-05,4.336802640524139e-05,0.0001478823529411,0.000132,0.00012,0.000144,8.238771324728978e-05,5e-05,4.2e-05,2.2e-05,4.7749999999999995e-05,4.398636152263563e-05
03ed26062301e1ac6bbf94f3c03a7e56,3,1,5.665000000000001e-05,4.4e-05,1e-05,8.65e-05,7.263772761922148e-05,0.000174125,0.0001525,0.000134,0.00016,8.972726532585924e-05,0.0001613636363636,0.00014,0.000128,0.000154,6.282558830169873e-05,9.06e-05,8.9e-05,4.05e-05,0.000117,7.445689069138311e-05,5.833333333333333e-05,7.999999999999999e-05,2.4e-05,9.175e-05,4.580247446008421e-05,6.108333333333333e-05,3.65e-05,1.225e-05,6.275000000000001e-05,8.972630944188336e-05,0.0001171333333333,0.000123,8.25e-05,0.000148,4.205585854664292e-05,5.3e-05,4.85e-05,2.9999999999999997e-05,7.325e-05,3.7175260590882215e-05,0.0001275714285714,0.00012,9.65e-05,0.0001599999999999,4.4391655157462274e-05,2e-05,4e-05,1.6000000000000003e-05,4.4e-05,5.1224993899462795e-05
03ed26062301e1ac6bbf94f3c03a7e56,3,2,6.4e-05,6.5e-05,3.6e-05,8.45e-05,4.097289076667373e-05,0.0002054285714285,0.000153,0.000126,0.0001684999999999,0.0001685139530749,0.0001699999999999,0.0001405,0.00012925,0.000168,0.000111088826048,8.046153846153846e-05,8e-05,3.3e-05,0.000128,6.56678706124177e-05,6.85e-05,3.85e-05,2.625e-05,5.3750000000000005e-05,9.187110535962872e-05,4.399999999999999e-05,3.7000000000000005e-05,3.2e-05,4.875e-05,3.0110054543547154e-05,8.772727272727273e-05,0.000111,5.2e-05,0.000126,4.595887489721851e-05,9.12e-05,8.1e-05,7.9e-05,0.00012,2.8065993657805885e-05,0.0001328571428571,0.000129,0.0001165,0.000148,3.211660303450834e-05,1.225e-05,1.25e-05,-9.25e-06,3.4e-05,2.7861263431510065e-05
090e14f795db6d9fad9fc4ddd6ff5094,1,1,0.0001186363636363,0.000129,0.0001,0.000139,3.329045727313678e-05,0.000412,0.000248,0.0001805,0.0004795,0.0003793766817645,0.000175,0.000169,0.000163,0.000197,2.4259018941416404e-05,0.00019,0.000132,0.000103,0.000167,0.000213929505523,0.0003147999999999,0.000264,0.000191,0.000434,0.0001453709049294,0.0001954999999999,0.0001795,0.00015525,0.0002315,9.69984535959208e-05,0.0002105,0.0002235,0.0002025,0.0002315,3.733184520843655e-05,0.0001141111111111,9.8e-05,6.3e-05,0.000126,7.424190939833856e-05,0.0002026666666666,0.000206,0.000192,0.000214,1.885382366170498e-05,0.0002521111111111,0.000151,0.000135,0.000215,0.0002544294816075
090e14f795db6d9fad9fc4ddd6ff5094,1,2,0.0001424736842105,0.000128,0.000113,0.0001725,5.05957490759985e-05,0.000396625,0.0003149999999999,0.00024275,0.0004095,0.0002746566362881,0.0001692857142857,0.000162,0.000145,0.0001775,4.0623122667245746e-05,0.000182909090909,0.000195,0.0001495,0.0002264999999999,6.191842140341523e-05,0.0003828333333333,0.0003019999999999,0.00026,0.00040925,0.0002604146053251,0.0001474999999999,0.0001235,9.575e-05,0.00015125,9.593487374255516e-05,0.00014125,0.0001335,0.00010875,0.0001615,7.288689868556626e-05,0.0001743999999999,0.000177,0.00010725,0.0002025,9.103015373429228e-05,0.000202375,0.000199,0.00018875,0.00020625,1.955167146672778e-05,0.00023575,0.00014,0.0001185,0.00025725,0.0002118448724892
090e14f795db6d9fad9fc4ddd6ff5094,2,1,0.000122909090909,0.0001245,9.025e-05,0.0001497499999999,5.154924514796192e-05,0.0003682,0.000219,0.0001675,0.0004767499999999,0.0002904122739983,0.0001693076923076,0.00016,0.000149,0.000185,2.549962292330554e-05,0.0001494,0.000116,0.00010425,0.00013775,9.38819589815968e-05,0.0003884,0.00024,0.000226,0.000301,0.0003388691487875,0.0001736470588235,0.00011,8.3e-05,0.000207,0.000145733893268,0.000163,0.0001085,9.125e-05,0.00020375,0.0001262039166247,0.0001243333333333,0.000123,9.5e-05,0.000132,7.035090617753263e-05,0.0002316666666666,0.00019,0.000181,0.000212,0.0001318114183217,0.00016,0.000125,0.0001015,0.000169,0.0001204558010226
090e14f795db6d9fad9fc4ddd6ff5094,2,2,0.0001335625,0.0001264999999999,8.375e-05,0.00017325,5.750126810195871e-05,0.0002748571428571,0.000244,0.000183,0.0002675,0.000175283987262,0.0001611538461538,0.000159,0.000149,0.000169,2.5741814730920305e-05,0.000160875,0.0001445,0.0001217499999999,0.0001985,7.69200651882942e-05,0.0005725,0.000523,0.0004529999999999,0.00070625,0.0001831837874922,0.0002158461538461,0.00019,9e-05,0.00027,0.0001527791686028,0.0002215,0.0001115,0.0001032499999999,0.00014875,0.000277022433336,0.0001273333333333,0.000129,8e-05,0.000156,5.032891812864648e-05,0.0001835,0.000161,0.0001574999999999,0.0001825,5.146427332209625e-05,0.000386375,0.00033,0.00011475,0.0006169999999999,0.0003037889010951
090e14f795db6d9fad9fc4ddd6ff5094,3,1,0.0001397857142857,0.0001419999999999,9.4e-05,0.00018475,6.703865540627525e-05,0.0003216,0.00035,0.000245,0.000398,0.0001288149836005,0.0001784285714285,0.000177,0.000174,0.000184,1.144344270542658e-05,0.0002080833333333,0.0001425,8e-05,0.0002144999999999,0.0002494162123232,0.0006354285714285,0.000651,0.0004315,0.0008685,0.0002967821070206,0.0001948571428571,0.000214,0.000117,0.0002615,8.430584908816344e-05,0.0001194999999999,0.000116,9.7e-05,0.0001385,3.981205847478877e-05,0.0001308181818181,0.000129,9.4e-05,0.0001695,5.615837993001254e-05,0.0001907777777777,0.00019,0.000182,0.000211,3.0384115001830225e-05,0.0002097272727272,0.000144,0.0001185,0.0001795,0.0001622689686348
090e14f795db6d9fad9fc4ddd6ff5094,3,2,0.0001474210526315,0.000135,0.000115,0.000168,6.270594140684994e-05,0.0002887999999999,0.000162,0.000145,0.000201,0.0002991273976084,0.0001581875,0.000153,0.000144,0.00016725,2.193085725638649e-05,0.0001822857142857,0.00016,0.000145,0.000208,7.643889560887676e-05,0.0004713333333333,0.000318,0.0003095,0.0005565,0.0002804324042141,0.0001981666666666,0.0002105,0.0001085,0.0002485,0.0001181615483782,0.0001123333333333,0.000123,9.25e-05,0.00013325,3.059847490752875e-05,0.0001408999999999,0.0001394999999999,0.000117,0.000163,3.647358252519516e-05,0.00020275,0.0001925,0.00018775,0.000219,4.4245258018717185e-05,0.0004171428571428,0.000477,0.0003035,0.0005575,0.0002104308505356
0b368dc281d8fec53d8ecaa40d0f35eb,1,1,0.0001122222222222,1.5e-05,-8e-06,6.4e-05,0.0002957261308109,0.0001861428571428,0.000146,0.0001135,0.0002415,0.0001190426094184,0.000156375,-2.45e-05,-3.925e-05,0.000369,0.0002752562118152,-7.529181753371558e-22,-4e-06,-2.175e-05,1.875e-05,3.5656861397294665e-05,0.000205923076923,4.8e-05,3.2e-05,0.000296,0.0002369699212764,2.1e-05,2.7e-05,2.4e-05,3e-05,2.1540659228538017e-05,4.86875e-05,5e-07,-2.575e-05,4.475e-05,0.0001483966391128,5.5777777777777775e-05,3.1e-05,-3.7e-05,8.2e-05,0.0001343054147994,0.0001513529411764,8.8e-05,7.7e-05,0.000134,0.0002055313057591,6.128571428571428e-05,0.0,-1.6e-05,0.000106,0.000136877943543
0b368dc281d8fec53d8ecaa40d0f35eb,1,2,0.0001286,3.3e-05,1.25e-05,0.00018,0.0002156262639714,0.000164,8.35e-05,3.675e-05,0.00029925,0.0001582220661672,0.000192375,0.0,-2.45e-05,0.00020575,0.0003660626312531,0.0001643999999999,4.1e-05,-7.000000000000001e-06,9.7e-05,0.0003085303411798,8.375e-05,2e-05,1.325e-05,0.000112,0.0001389213206578,6.354545454545454e-05,3.3e-05,0.0,6.3e-05,0.0001062462833574,0.0001199999999999,8.400000000000001e-05,0.0,0.000169,0.0001488562454792,0.0001134,1.3e-05,-4.4e-05,0.00011325,0.000245337952855,0.0001120909090909,0.000105,8.8e-05,0.000145,3.58648980075353e-05,-3.3e-05,-3.5e-05,-4.8e-05,-2.5e-05,1.9065675964937617e-05
0b368dc281d8fec53d8ecaa40d0f35eb,2,1,0.0002727692307692,0.0,-3.6e-05,0.000506,0.0004305957411629,0.0002084666666666,0.000136,4.15e-05,0.00036,0.0002114713309399,2.34e-05,-3.35e-05,-4.6e-05,-1.65e-05,0.0001948453517821,0.0001495714285714,1.5e-05,-2.625e-05,7.925e-05,0.0003486035249139,8.876923076923078e-05,9e-06,0.0,0.000201,0.0001627852132136,4.175e-05,4e-05,2.5e-05,4.925e-05,3.278392463213815e-05,3.909999999999999e-05,1.45e-05,-1.5e-05,3.225e-05,0.0001243737575976,-8.000000000000001e-06,-1.05e-05,-3.575e-05,8e-06,4.79314987396448e-05,8.621052631578947e-05,8.7e-05,7.8e-05,9.65e-05,2.527752393677571e-05,5.183333333333333e-05,-2e-06,-2.4e-05,3.625e-05,0.000201070242513
0b368dc281d8fec53d8ecaa40d0f35eb,2,2,7.845454545454545e-05,4.2e-05,2.15e-05,0.000132,8.61827867225975e-05,0.0001201428571428,8.8e-05,5.7e-05,0.000128,0.0001048513687264,0.0001114,2e-05,2.25e-06,4.4e-05,0.0002303577893432,6.01e-05,7.85e-05,-1.2e-05,0.00012775,7.622401196473458e-05,0.0001637333333333,6.5e-05,3.15e-05,0.0001475,0.0002367963159301,1.95e-05,2.5e-05,2.2500000000000005e-06,4.225e-05,4.211492213772532e-05,5.7428571428571426e-05,1.9e-05,-6.75e-06,7.999999999999999e-05,0.0001433643632823,-1e-05,0.0,-2.35e-05,8.5e-06,3.3151168908501553e-05,0.000104,0.0001035,8.125e-05,0.00013025,3.435112807463533e-05,-1e-06,2e-06,-1.875e-05,1.3e-05,2.88859827598093e-05
0b368dc281d8fec53d8ecaa40d0f35eb,3,1,0.0002202666666666,5.7e-05,-1.8e-05,0.0003945,0.0003323897167626,0.0001681111111111,6.6e-05,2.1e-05,9.3e-05,0.0002982069098983,0.0001357777777777,0.0,-1.4e-05,8.8e-05,0.0002756151201303,9.266666666666668e-05,5.6000000000000006e-05,-3.025e-05,9.8e-05,0.0001866994018915,1.4600000000000004e-05,1.7e-05,-1.6e-05,3.1e-05,4.637132734783424e-05,2.2e-05,1.4e-05,-2.4e-05,3.2e-05,7.166937979360502e-05,6.533333333333333e-05,3.1e-05,0.0,5.6e-05,0.0001535952473223,0.0001392,2.75e-05,-1.925e-05,4.625e-05,0.0003093433188043,0.0001684545454545,0.000109,7.2e-05,0.0001125,0.0001942526003101,2.5499999999999996e-05,-2.5e-05,-4.35e-05,1e-05,0.0001266866212352
0b368dc281d8fec53d8ecaa40d0f35eb,3,2,0.0001833333333333,3.9e-05,0.0,0.000153,0.0003101414999641,6.491666666666667e-05,4.45e-05,2.725e-05,7.500000000000001e-05,7.813096037869348e-05,3.9899999999999994e-05,-2.65e-05,-3.75e-05,-1e-05,0.0002182635766427,5.736363636363636e-05,4e-05,-3.15e-05,0.0001284999999999,0.0001144414896156,8.3125e-05,2.5e-05,0.0,8.825e-05,0.0001854198389241,1.633333333333334e-05,-8e-06,-2.35e-05,2.85e-05,6.285751082143379e-05,0.0001145,1.55e-05,0.0,6.125e-05,0.0002383780420028,9.925e-05,-1.2e-05,-4.6e-05,3.375e-05,0.0003340601956021,0.0001735555555555,0.000114,0.000105,0.000137,0.0001656457900997,-9.444444444444445e-06,-4.7e-05,-5.6e-05,-2.1e-05,9.342792825369603e-05
