user_id,platform_id,session_id,video_id,IL_Key.spacet_mean,IL_Key.spacet_median,IL_Key.spacet_q1,IL_Key.spacet_q3,IL_Key.spacet_std,IL_Key.spacea_mean,IL_Key.spacea_median,IL_Key.spacea_q1,IL_Key.spacea_q3,IL_Key.spacea_std,IL_sKey.space_mean,IL_sKey.space_median,IL_sKey.space_q1,IL_sKey.space_q3,IL_sKey.space_std,IL_he_mean,IL_he_median,IL_he_q1,IL_he_q3,IL_he_std,IL_dKey.space_mean,IL_dKey.space_median,IL_dKey.space_q1,IL_dKey.space_q3,IL_dKey.space_std,IL_tKey.space_mean,IL_tKey.space_median,IL_tKey.space_q1,IL_tKey.space_q3,IL_tKey.space_std,IL_Key.spaces_mean,IL_Key.spaces_median,IL_Key.spaces_q1,IL_Key.spaces_q3,IL_Key.spaces_std,IL_er_mean,IL_er_median,IL_er_q1,IL_er_q3,IL_er_std,IL_nKey.space_mean,IL_nKey.space_median,IL_nKey.space_q1,IL_nKey.space_q3,IL_nKey.space_std,IL_en_mean,IL_en_median,IL_en_q1,IL_en_q3,IL_en_std
02905a58d4d227f7db1be7407f133719,2,2,2,9.433333333333335e-05,8.45e-05,7.15e-05,0.00012525,4.199841266841721e-05,0.0005694,0.000539,0.000424,0.000777,0.0002677597804002,7.666666666666666e-06,0.0,-1.65e-05,2.8e-05,4.4992591982829055e-05,7.336363636363637e-05,5.6e-05,5.2e-05,7.2e-05,4.6161180069995455e-05,4.75e-06,0.0,0.0,5.5e-06,1.549884788344881e-05,2.3250000000000003e-05,4.7e-05,2.05e-05,4.975e-05,5.297405025104273e-05,0.0003318,0.000211,0.000184,0.000217,0.0003556426577338,5.123076923076924e-05,5.123076923076924e-05,2.4884615384615388e-05,7.757692307692308e-05,7.451817617119771e-05,0.0001113333333333,0.000127,0.0001035,0.000127,2.7135462651912407e-05,-4.297222222222222e-05,-3.791666666666667e-05,-5.3395833333333335e-05,-3.0020833333333332e-05,2.8999210735854166e-05
02905a58d4d227f7db1be7407f133719,2,2,3,0.0001456666666666,9.5e-05,6.5e-05,0.000128,0.0001578535713881,8.8e-05,8.8e-05,8.8e-05,8.8e-05,0.0,5.003571428571429e-05,3.55e-05,2.130357142857143e-05,7.151785714285714e-05,5.750215117057107e-05,0.0001131666666666,8.35e-05,6.8e-05,8.774999999999999e-05,9.436189202568308e-05,1e-06,1e-06,1e-06,1e-06,0.0,0.00014375,1e-05,-6e-06,0.0001597499999999,0.0002907236660473,0.000975,0.000975,0.000975,0.000975,0.0,0.000489,0.000489,0.0002575,0.0007205,0.0006547808793787,7.400000000000001e-05,7.400000000000001e-05,5.4e-05,9.4e-05,5.656854249492381e-05,-3.9e-05,-3.9e-05,-3.9e-05,-3.9e-05,0.0
02905a58d4d227f7db1be7407f133719,3,1,1,0.0001787,0.0001065,3.3e-05,0.0001509999999999,0.0002819397295719,0.0001989999999999,0.00014,0.0001185,0.0002205,0.0001513406752991,2.8e-05,2.85e-05,7.500000000000001e-06,4.9e-05,2.7067816067549057e-05,7.275e-05,7e-05,6.15e-05,8.275e-05,1.4781745499094483e-05,-2.92e-05,-3e-05,-4.9e-05,0.0,3.806179186533393e-05,-7.400000000000002e-06,-3.1e-05,-5e-05,3.2e-05,0.0001170952603652,0.000503,0.000363,0.0003235,0.0006125,0.0003134022973751,4e-05,4e-05,4e-05,4e-05,0.0,0.000135,0.000135,0.000135,0.000135,0.0,-3.4e-05,-3.75e-05,-4.375e-05,-2.7749999999999997e-05,2.5232254490367417e-05
02905a58d4d227f7db1be7407f133719,3,1,2,0.0001097272727272,0.000127,8.35e-05,0.0001335,4.700444853222067e-05,0.0002423333333333,0.000207,0.0001345,0.000251,0.0001672287854009,0.0,0.0,0.0,0.0,0.0,6.3e-05,8.1e-05,4.25e-05,8.6e-05,3.968206983848835e-05,1.1833333333333332e-05,1.55e-05,-1.8e-05,3.175e-05,3.345095912924869e-05,2.4e-05,2.4e-05,2.4e-05,2.4e-05,0.0,0.000242,0.00024,0.00022,0.000263,4.303486958270003e-05,3.3e-05,3.3e-05,3.3e-05,3.3e-05,0.0,0.000104,0.000106,0.000101,0.000108,7.211102550927979e-06,-4.297222222222222e-05,-3.791666666666667e-05,-5.3395833333333335e-05,-3.0020833333333332e-05,2.8999210735854166e-05
02905a58d4d227f7db1be7407f133719,3,1,3,7.324999999999999e-05,7e-05,3.6e-05,0.00010325,7.290649588930429e-05,0.000158,0.000158,0.0001445,0.0001715,3.818376618407355e-05,5.003571428571429e-05,3.55e-05,2.130357142857143e-05,7.151785714285714e-05,5.750215117057107e-05,5.2749999999999995e-05,5.2e-05,3.975e-05,6.775000000000001e-05,2.2211644307820683e-05,1.2e-05,1.2e-05,6e-06,1.8e-05,1.6970562748477143e-05,-5e-05,-4e-05,-6.3e-05,-3.2000000000000005e-05,3.218695387886216e-05,7.9e-05,7.9e-05,7.9e-05,7.9e-05,0.0,-2.85e-05,-2.85e-05,-3.775e-05,-1.925e-05,2.6162950903902255e-05,0.0001293333333333,0.000128,0.0001189999999999,0.000139,2.0033305601755615e-05,-6.75e-05,-6.75e-05,-8.525e-05,-4.975e-05,5.020458146424487e-05
02905a58d4d227f7db1be7407f133719,3,2,1,0.000211875,0.0001554999999999,0.0001185,0.00016975,0.0002227236837108,5.1500000000000005e-05,9.7e-05,1.799999999999999e-05,0.0001305,0.0001205694820425,7.35e-05,7.35e-05,6.625e-05,8.075e-05,2.050609665440988e-05,9.942857142857142e-05,0.000109,5.550000000000001e-05,0.0001215,6.64752012479269e-05,3.679999999999999e-05,1e-06,0.0,8.8e-05,5.930177063123832e-05,-4.175e-05,-3.2e-05,-7.625e-05,2.5e-06,5.7714094176957035e-05,0.0005574999999999,0.0005574999999999,0.00037275,0.00074225,0.0005225519112968,0.0,0.0,0.0,0.0,0.0,0.000182,0.000182,0.000182,0.000182,0.0,-3.6e-05,-3.25e-05,-5.4999999999999995e-05,-1.35e-05,5.22749143152494e-05
02905a58d4d227f7db1be7407f133719,3,2,2,0.000174,8.75e-05,6.55e-05,0.00019825,0.0001906140453526,0.0003169999999999,0.000256,0.00017025,0.00049175,0.0002072216204936,2.45e-05,2.45e-05,1.2750000000000002e-05,3.625e-05,3.323401871576773e-05,7.277777777777778e-05,7.1e-05,4.9e-05,8.9e-05,2.2314668817718188e-05,-4e-06,0.0,-2.85e-05,2.25e-05,5.1117511676528234e-05,8.25e-05,8.25e-05,6.825e-05,9.675e-05,4.030508652763321e-05,0.000169,0.000169,0.000169,0.000169,0.0,5.123076923076924e-05,5.123076923076924e-05,2.4884615384615388e-05,7.757692307692308e-05,7.451817617119771e-05,0.0001036666666666,0.000103,9.95e-05,0.0001075,8.02080627701064e-06,-4.297222222222222e-05,-3.791666666666667e-05,-5.3395833333333335e-05,-3.0020833333333332e-05,2.8999210735854166e-05
02905a58d4d227f7db1be7407f133719,3,2,3,0.000278,0.000155,0.000103,0.000249,0.0002781483417171,0.000496,0.000496,0.000496,0.000496,0.0,4e-05,4e-05,4e-05,4e-05,0.0,5.785714285714286e-05,5.9e-05,4.1500000000000006e-05,7.2e-05,2.1705825419524065e-05,-5e-05,-5e-05,-5e-05,-5e-05,0.0,-2.125e-05,-4.45e-05,-9.4e-05,2.825e-05,0.0001012665624313,0.0004973333333333,0.000488,0.00031,0.00068,0.0003700882777572,8e-06,8e-06,4.5e-06,1.15e-05,9.899494936611666e-06,0.0001075,0.0001075,0.00010625,0.00010875,3.5355339059327378e-06,-6.75e-05,-6.75e-05,-8.125000000000001e-05,-5.3750000000000005e-05,3.889087296526011e-05
03ed26062301e1ac6bbf94f3c03a7e56,1,1,1,0.000145,0.000161,0.000125,0.000173,4.995998398718719e-05,8.98e-05,2e-05,0.0,7.2e-05,0.0001807545296804,0.0001725,0.0001285,0.0001067499999999,0.00019425,0.0001346216921599,1.8e-05,1.8e-05,1.5e-05,2.1e-05,8.485281374238571e-06,7.97e-05,5.2e-05,4.2e-05,0.00010175,5.972539009686101e-05,0.0001498333333333,0.0001325,7.875e-05,0.00017525,9.9451069132087e-05,6e-05,6e-05,5.4e-05,6.6e-05,1.6970562748477143e-05,4.125e-05,2.2000000000000003e-05,3.25e-06,6e-05,5.540983667184014e-05,0.000168,0.000168,0.000168,0.000168,0.0,0.0001146666666666,0.00012,8e-05,0.000152,7.214799604516631e-05
03ed26062301e1ac6bbf94f3c03a7e56,1,1,2,0.000128,0.000128,0.000128,0.000128,0.0,8e-06,8e-06,8e-06,8e-06,0.0,6.166666666666667e-05,4.05e-05,1.425e-05,6.675e-05,7.269021025328422e-05,0.0,0.0,0.0,0.0,0.0,6.133333333333334e-05,7.3e-05,4.4e-05,8.45e-05,4.174126655161932e-05,0.000118,9.15e-05,7.2e-05,0.00017225,7.372923436466705e-05,0.000171,5.6e-05,5.2e-05,0.0002325,0.0002061528559103,0.00012,0.00012,0.00012,0.00012,0.0,0.0001018333333333,0.0001044999999999,9.8e-05,0.000105,8.084965470963169e-06,4.9e-05,4.9e-05,4.9e-05,4.9e-05,0.0
03ed26062301e1ac6bbf94f3c03a7e56,1,1,3,0.00012475,0.0001435,0.00012125,0.000147,4.62123720807895e-05,4.999999999999999e-07,4.999999999999999e-07,-3.25e-06,4.25e-06,1.0606601717798212e-05,0.0001223333333333,0.0001225,1.525e-05,0.0001599999999999,0.0001408498017984,1.866666666666667e-05,3.2e-05,7.999999999999998e-06,3.6e-05,3.0287511177601455e-05,0.0001413333333333,0.000168,8.8e-05,0.000208,0.0001222020185321,9.383333333333334e-05,0.0001125,6.9e-05,0.000126,5.108196028606054e-05,0.0001708124999999,0.0001591875,0.000139125,0.0001966875,7.038931514134715e-05,0.000212,0.000212,0.000212,0.000212,0.0,0.0002009999999999,0.0001275,0.0001195,0.0002089999999999,0.0001679503895003,8.8e-05,8.8e-05,8.400000000000001e-05,9.2e-05,1.1313708498984756e-05
03ed26062301e1ac6bbf94f3c03a7e56,1,2,1,0.0001765,0.0001765,0.00017625,0.00017675,7.071067811865456e-07,2.0600000000000003e-05,2.4e-05,8e-06,3.2e-05,3.7440619652991855e-05,5.1000000000000006e-05,4.1e-05,3.6e-05,5.7e-05,2.7667670664513845e-05,1.4333333333333334e-05,1e-05,-3e-06,2.95e-05,3.271594921950658e-05,5.1e-05,5.6e-05,1.6000000000000003e-05,8.85e-05,7.262919523166975e-05,0.0001415555555555,0.000111,7.1e-05,0.000137,0.0001453281726912,0.000137,0.000137,0.000137,0.000137,0.0,0.000144,0.000144,0.000144,0.000144,0.0,0.000136,0.000136,0.000136,0.000136,0.0,5.65e-05,5.65e-05,5.225e-05,6.075e-05,1.2020815280171304e-05
03ed26062301e1ac6bbf94f3c03a7e56,1,2,2,0.000153,0.000153,0.000153,0.000153,0.0,4.25e-05,4.25e-05,1.5249999999999998e-05,6.975e-05,7.707463914933368e-05,7.633333333333334e-05,5.7e-05,5.650000000000001e-05,8.65e-05,3.435597958628648e-05,8.666666666666668e-06,1e-06,1e-06,1.25e-05,1.3279056191361391e-05,8.644444444444445e-05,3.9e-05,0.0,9.6e-05,0.000160556930021,0.0001022499999999,9.6e-05,5.8e-05,0.00014025,6.215236654115969e-05,0.000318,0.000318,0.000317,0.000319,2.828427124746221e-06,8.175e-05,8.35e-05,5.8e-05,0.00010725,3.639024594585753e-05,0.0001154999999999,0.000116,0.000106,0.000126,1.4195069566578393e-05,7e-05,2e-05,8e-06,8.2e-05,0.0001085909756839
03ed26062301e1ac6bbf94f3c03a7e56,1,2,3,0.0001405,0.0001405,0.00013825,0.00014275,6.363961030678929e-06,4e-06,4e-06,4e-06,4e-06,0.0,6.4e-05,6.4e-05,6.4e-05,6.4e-05,0.0,4.0333333333333336e-05,3.2e-05,2.05e-05,5.6000000000000006e-05,3.622614157391501e-05,1.6e-05,1.6e-05,1.9999999999999995e-06,2.9999999999999997e-05,3.959797974644666e-05,4.8e-05,4.8e-05,4.8e-05,4.8e-05,0.0,-2.4e-05,-2.4e-05,-2.4e-05,-2.4e-05,0.0,0.000188,0.000188,0.000174,0.000202,3.9597979746446645e-05,0.0001053333333333,0.000104,0.0001,0.0001099999999999,1.0066445913694332e-05,7.975e-05,7.2e-05,6.2e-05,8.975000000000001e-05,2.80044639298809e-05
03ed26062301e1ac6bbf94f3c03a7e56,2,1,1,9e-05,9e-05,6.3e-05,0.000117,7.636753236814713e-05,9.4e-05,4e-05,2.6e-05,0.000108,0.0001303738215031,0.00012325,0.000104,4.5e-05,0.00018225,0.0001007285957412,0.000132,0.000132,7.4e-05,0.00019,0.0001640487732352,9.866666666666668e-05,0.00012,6.8e-05,0.00014,7.433258594542055e-05,0.0001545555555555,0.000105,8.4e-05,0.000177,0.0001172477197124,9.6e-05,9.6e-05,3.5999999999999994e-05,0.000156,0.0001697056274847,0.000128,0.000128,0.000128,0.000128,0.0,0.000105,0.000105,0.000105,0.000105,0.0,5.9999999999999995e-05,5.9999999999999995e-05,5.8e-05,6.2e-05,5.656854249492378e-06
03ed26062301e1ac6bbf94f3c03a7e56,2,1,2,0.00034,0.00034,0.000222,0.000458,0.00033375440072,0.0,0.0,0.0,0.0,0.0,7.199999999999999e-05,5.5e-05,4.9e-05,0.000104,2.9816103031751147e-05,-2.4e-05,-2.4e-05,-2.4e-05,-2.4e-05,0.0,3.2e-05,3.2e-05,2.75e-05,3.65e-05,1.2727922061357856e-05,0.000165,0.000121,7.65e-05,0.00014,0.00018819404879,0.00012,0.00012,0.00012,0.00012,0.0,0.000168,0.000168,0.000168,0.000168,0.0,0.00025,0.00012,0.000113,0.000168,0.0002732242668578,3.55e-05,3.55e-05,2.175e-05,4.925e-05,3.889087296526011e-05
03ed26062301e1ac6bbf94f3c03a7e56,2,1,3,0.000116,0.000116,0.0001099999999999,0.000122,1.6970562748477143e-05,5.48e-05,3.6e-05,1.7e-05,0.000104,6.6788472059181e-05,0.000156,6.4e-05,5.2e-05,7.8e-05,0.0002490194102207,1.7e-05,1.4e-05,8e-06,2.3e-05,1.1489125293076058e-05,5.4875e-05,5.9999999999999995e-05,-1.7500000000000002e-06,0.0001167499999999,7.014360270188579e-05,0.0001271428571428,0.000112,7.9e-05,0.000136,9.659439005696031e-05,0.0002213333333333,0.000288,0.000144,0.000332,0.0001966655367199,0.0002273333333333,0.000128,7.1e-05,0.000152,0.0003326732130284,0.00012,0.000112,0.000104,0.00012,2.3926972228010803e-05,8.833333333333333e-05,9.6e-05,7.999999999999999e-05,0.0001005,2.1548395145191982e-05
03ed26062301e1ac6bbf94f3c03a7e56,2,2,1,0.0002416666666666,0.000164,0.0001385,0.000306,0.0001805002308401,5.88e-05,6.4e-05,2.3e-05,9.5e-05,5.6384395004291755e-05,0.0002033333333333,0.000152,0.000137,0.000244,0.0001158677406931,8.960000000000001e-05,4.1e-05,4e-05,0.000167,7.119901684714473e-05,4.5e-05,4.8e-05,3.2e-05,5.6e-05,5.478138369920935e-05,0.000112,0.000112,0.000112,0.000112,0.0,0.0004594999999999,0.0004594999999999,0.00041775,0.00050125,0.0001180868324581,6.1e-05,2.4e-05,1.2e-05,9.15e-05,8.571464285639881e-05,0.000112,0.000112,0.000112,0.000112,0.0,3.2e-05,3.2e-05,3.2e-05,3.2e-05,0.0
03ed26062301e1ac6bbf94f3c03a7e56,2,2,2,0.00014,0.00014,0.000134,0.000146,1.697056274847715e-05,4.685416666666667e-05,3.484375e-05,2.253125e-05,6e-05,4.6535311585019824e-05,9.333333333333332e-05,6.85e-05,6.5e-05,0.000126,4.297285965195552e-05,3.4666666666666665e-05,1.6e-05,8.5e-06,5.15e-05,4.593836450433704e-05,6.4e-05,6.4e-05,6.4e-05,6.4e-05,0.0,0.0001209999999999,0.0001209999999999,9.7e-05,0.000145,6.788225099390856e-05,-2.4e-05,-2.4e-05,-2.4e-05,-2.4e-05,0.0,0.0001165,0.0001165,0.00011425,0.00011875,6.363961030678929e-06,0.0001155714285714,0.000112,0.000104,0.000124,1.637942960806982e-05,6.85e-05,6.85e-05,5.875e-05,7.825e-05,2.7577164466275353e-05
03ed26062301e1ac6bbf94f3c03a7e56,2,2,3,0.0001734947916666,0.00016925,0.0001445625,0.000197390625,7.390024836772903e-05,4.685416666666667e-05,3.484375e-05,2.253125e-05,6e-05,4.6535311585019824e-05,8.016666666666666e-05,6.85e-05,6.324999999999999e-05,8.425e-05,5.808069099680776e-05,0.0001729999999999,0.0001775,8.825e-05,0.00026225,0.0001076878204193,4.45e-05,4.45e-05,3.425e-05,5.475e-05,2.8991378028648445e-05,0.0001186666666666,0.0001245,6.9e-05,0.00016575,5.780196075105642e-05,0.000111,0.000111,0.000111,0.000111,0.0,0.0001360098039215,0.0001266176470588,0.0001150588235294,0.0001410294117647,4.3162851537057865e-05,0.0001125,0.0001125,0.00010825,0.0001167499999999,1.2020815280171314e-05,6.7e-05,9.25e-05,2.2750000000000004e-05,0.00010825,5.789645930452051e-05
03ed26062301e1ac6bbf94f3c03a7e56,3,1,1,0.0001734947916666,0.00016925,0.0001445625,0.000197390625,7.390024836772903e-05,4.5499999999999995e-05,4.8e-05,4.25e-06,8.925e-05,5.236092690801669e-05,6.4e-05,8.9e-05,4.7e-05,9.35e-05,5.129327441292864e-05,6.433333333333333e-05,8e-05,3.6e-05,0.0001005,6.591155690266567e-05,3.575e-05,3.6e-05,1.8e-05,5.3750000000000005e-05,3.059820256158849e-05,8.475e-05,8.35e-05,5.35e-05,0.00011475,3.816084380618437e-05,0.000192,0.000192,0.000192,0.000192,0.0,9.65e-05,9.65e-05,8.025e-05,0.0001127499999999,4.5961940777125584e-05,0.0001406294642857,0.00012965625,0.000115078125,0.000147859375,5.7221571468887104e-05,7.2e-05,7.2e-05,7.2e-05,7.2e-05,0.0
