user_id,platform_id,session_id,IL_Key.spacet_mean,IL_Key.spacet_median,IL_Key.spacet_q1,IL_Key.spacet_q3,IL_Key.spacet_std,IL_Key.spacea_mean,IL_Key.spacea_median,IL_Key.spacea_q1,IL_Key.spacea_q3,IL_Key.spacea_std,IL_sKey.space_mean,IL_sKey.space_median,IL_sKey.space_q1,IL_sKey.space_q3,IL_sKey.space_std,IL_he_mean,IL_he_median,IL_he_q1,IL_he_q3,IL_he_std,IL_dKey.space_mean,IL_dKey.space_median,IL_dKey.space_q1,IL_dKey.space_q3,IL_dKey.space_std,IL_tKey.space_mean,IL_tKey.space_median,IL_tKey.space_q1,IL_tKey.space_q3,IL_tKey.space_std,IL_Key.spaces_mean,IL_Key.spaces_median,IL_Key.spaces_q1,IL_Key.spaces_q3,IL_Key.spaces_std,IL_er_mean,IL_er_median,IL_er_q1,IL_er_q3,IL_er_std,IL_nKey.space_mean,IL_nKey.space_median,IL_nKey.space_q1,IL_nKey.space_q3,IL_nKey.space_std,IL_en_mean,IL_en_median,IL_en_q1,IL_en_q3,IL_en_std
02905a58d4d227f7db1be7407f133719,1,1,0.000178875,0.000125,7.2e-05,0.0002055,0.0001873737780275,0.0004097272727272,0.000288,0.0001125,0.00073,0.0003324906287127,0.0001511666666666,5.3e-05,1.075e-05,0.0002805,0.0002048574300987,7.58e-05,7.2e-05,6.225e-05,8.975e-05,3.1735327861592334e-05,2.925e-05,7.5e-06,-3.775e-05,2.525e-05,0.0001479430070443,0.0001221,-2.95e-05,-6.575e-05,0.0002575,0.0003019821370728,0.0005124,0.000472,0.000451,0.000627,0.0001475357583774,0.0001705,0.0001705,9.175e-05,0.00024925,0.0002227386360737,0.0001562,0.000109,0.000105,0.000112,0.0001135284105411,-4.516666666666667e-05,-3.95e-05,-7.15e-05,-3.15e-05,3.1262864018938935e-05
02905a58d4d227f7db1be7407f133719,1,2,0.0002025294117647,0.000114,4.225e-05,0.00023475,0.0002207538373041,0.0004455833333333,0.000483,0.00026325,0.00058375,0.0002352968949813,5.62e-05,6.2e-05,0.0,7.9e-05,6.87109889319023e-05,7.961290322580645e-05,7.8e-05,3.95e-05,8.1e-05,9.96195019124786e-05,9.357142857142855e-06,2e-06,-1.45e-05,3.025e-05,3.26652182530055e-05,7.615384615384614e-06,0.0,-2.1e-05,1.5e-05,6.229437971109226e-05,0.0003735555555555,0.000281,0.000139,0.000583,0.0002690441929828,-7.666666666666667e-06,0.0,-2.05e-05,9e-06,3.023794525647094e-05,9.3125e-05,0.0001175,9.25e-05,0.00012775,6.416148711315401e-05,-1.22e-05,0.0,-1e-06,0.0,2.6724520575681056e-05
02905a58d4d227f7db1be7407f133719,2,1,0.0001674516129032,0.000125,4.8e-05,0.000196,0.0001998218938137,0.0003184615384615,0.000216,0.000119,0.000449,0.0002555150404524,3.466666666666667e-05,4.8e-05,2.45e-05,5.1500000000000005e-05,2.936551265231604e-05,0.0001023913043478,6.6e-05,5.1e-05,8.300000000000001e-05,0.0001817199991821,-1.818181818181819e-06,0.0,-1.95e-05,1.45e-05,3.8724199621988783e-05,7.755555555555555e-05,-3.1e-05,-4.7e-05,1e-05,0.0003053248725174,0.0004024166666666,0.0002925,0.00014275,0.0007185,0.0003150398122989,5.5e-06,0.0,-4.75e-06,1.025e-05,2.5304808502206323e-05,0.0002051428571428,0.000115,0.000105,0.0001255,0.0002445038708428,-3.5999999999999994e-05,-3.1e-05,-6.5e-05,0.0,3.850973902793941e-05
02905a58d4d227f7db1be7407f133719,2,2,0.0002252083333333,0.000107,6.950000000000001e-05,0.00019325,0.0002927973002914,0.0003983636363636,0.000367,0.0001245,0.000642,0.0002999154123172,6.400000000000001e-06,0.0,-3.3e-05,4.8e-05,4.428656681207068e-05,8.466666666666666e-05,7.099999999999999e-05,5.6e-05,8.175000000000001e-05,5.711899605337026e-05,5.214285714285714e-06,0.0,-7.5e-07,7.5e-07,2.557696852016123e-05,5.053846153846154e-05,2e-05,-3.1e-05,4.8e-05,0.0001665035612154,0.0003887142857142,0.000211,0.0001355,0.000589,0.0003993506038081,0.0003176666666666,2.6e-05,4.999999999999986e-07,0.000489,0.0005499402997901,0.0001041428571428,0.000114,8.8e-05,0.000127,3.852890071720436e-05,-6.966666666666668e-05,-7.9e-05,-8.5e-05,-5.9e-05,2.7227437142216186e-05
02905a58d4d227f7db1be7407f133719,3,1,0.000123448275862,9.5e-05,4.8e-05,0.000136,0.0001719083198782,0.0002138333333333,0.000169,0.0001235,0.000227,0.0001420581400396,1.8666666666666665e-05,5e-06,0.0,3.775e-05,2.5468935326524088e-05,6.282608695652173e-05,6.9e-05,5.15e-05,8.15e-05,2.6994363340777512e-05,-3.923076923076923e-06,0.0,-2.5e-05,2.4e-05,3.749324725525371e-05,-1.8111111111111116e-05,-3.1e-05,-5e-05,2.4e-05,8.82573572633529e-05,0.0003305714285714,0.000284,0.00022,0.0003245,0.0002503876042877,4.000000000000004e-06,1.1500000000000002e-05,-1.925e-05,3.4750000000000004e-05,4.055449009254914e-05,0.0001192857142857,0.00011,0.000108,0.0001315,1.8962368748957197e-05,-4.516666666666666e-05,-3.75e-05,-5.525e-05,-3.3249999999999995e-05,3.442915431239441e-05
02905a58d4d227f7db1be7407f133719,3,2,0.0002235599999999,0.000152,7.6e-05,0.000214,0.0002298481527733,0.0002367272727272,0.000152,0.0001125,0.0003915,0.0002239277074902,4.7199999999999995e-05,4.8e-05,4e-05,5.9e-05,3.158638947394906e-05,7.634782608695652e-05,7.2e-05,4.8e-05,9.25e-05,4.24056264444967e-05,1.3555555555555554e-05,0.0,-1.8e-05,4.5e-05,5.804978706057221e-05,-8.700000000000001e-06,0.0,-8.274999999999999e-05,4.3e-05,8.433801041049047e-05,0.0004626666666666,0.000338,0.00017375,0.000776,0.0003618904069834,5.333333333333333e-06,1e-06,5e-07,8.000000000000001e-06,8.386497083606082e-06,0.000118,0.0001075,0.0001035,0.0001115,3.1855925665408005e-05,-4.65e-05,-3.95e-05,-8.125000000000001e-05,-2.925e-05,4.697552554256312e-05
03ed26062301e1ac6bbf94f3c03a7e56,1,1,0.00013275,0.0001435,0.00011825,0.00015725,4.162331077653483e-05,5.725e-05,8e-06,-1.75e-06,3.3e-05,0.0001439074603446,0.0001121249999999,9.1e-05,2.675e-05,0.000144,0.0001184521703755,1.5333333333333334e-05,1.8e-05,3e-06,2.9999999999999997e-05,2.09252638374446e-05,8.78125e-05,6.45e-05,3.9e-05,0.00012375,7.155903739803474e-05,0.0001271153846153,0.00012,7.400000000000001e-05,0.00015825,8.328232798046746e-05,0.0001266,5.6e-05,4.8e-05,7.2e-05,0.0001581701615349,8.283333333333335e-05,8e-05,1.3e-05,0.00012,8.269562664776576e-05,0.000143909090909,0.000105,0.0001005,0.0001275,0.0001044934969703,9.483333333333334e-05,8.8e-05,5.675e-05,0.000114,5.2750039494455986e-05
03ed26062301e1ac6bbf94f3c03a7e56,1,2,0.0001574,0.000153,0.000145,0.000176,1.84472220130837e-05,2.4e-05,1.6e-05,0.0,4.175e-05,4.257766013835357e-05,6.088888888888889e-05,5.7e-05,4.1e-05,6.4e-05,2.880297052581749e-05,2.111111111111111e-05,1e-05,1e-06,3.2e-05,2.9216623882836143e-05,6.878571428571429e-05,4.15e-05,-9e-06,9.2e-05,0.0001323382487715,0.0001236428571428,0.000104,5.2749999999999995e-05,0.00013475,0.0001212090420229,0.00018725,0.0002264999999999,9.675e-05,0.000317,0.0001646721490315,0.000121,0.00012,8.35e-05,0.000152,5.945586598477899e-05,0.0001144999999999,0.000114,0.000104,0.000126,1.4645818515876811e-05,7.12e-05,5.9999999999999995e-05,3.6e-05,7.625000000000001e-05,6.549266286301764e-05
03ed26062301e1ac6bbf94f3c03a7e56,2,1,0.000182,0.000116,0.000104,0.00014,0.000196509541753,6.500000000000001e-05,3.4e-05,1.025e-05,8.999999999999999e-05,9.2462605053791e-05,0.0001215625,5.9999999999999995e-05,4.8e-05,0.00010425,0.000168652292701,4.4e-05,1.6e-05,8e-06,2.6e-05,9.159330397650986e-05,6.146153846153846e-05,5.6e-05,1.6e-05,0.00012,6.57579087570656e-05,0.0001493913043478,0.00012,7.999999999999999e-05,0.0001515,0.0001320935409371,0.0001626666666666,0.000168,3e-05,0.00027,0.0001594925285606,0.0002075,0.00014,9.3e-05,0.000156,0.0002837498898678,0.0001777272727272,0.000113,0.0001085,0.0001405,0.0001868058301601,6.514285714285715e-05,6.4e-05,5.95e-05,7.999999999999999e-05,3.134979304253098e-05
03ed26062301e1ac6bbf94f3c03a7e56,2,2,0.000201,0.000152,0.000128,0.000164,0.0001395098562826,5.88e-05,6.4e-05,2.3e-05,9.5e-05,5.6384395004291755e-05,0.0001100666666666,7.3e-05,6.45e-05,0.000148,7.841780652984616e-05,0.0001036666666666,7.6e-05,3.8e-05,0.00016725,9.23376544224642e-05,4.725e-05,5.2e-05,2.9999999999999997e-05,6.424999999999999e-05,4.336802640524139e-05,0.0001184444444444,0.000112,7.3e-05,0.000169,5.1681986975906583e-05,0.0002515,0.0002434999999999,7.725000000000001e-05,0.00041775,0.0002556775312771,8.32e-05,0.000112,2.4e-05,0.000121,6.788004124925086e-05,0.0001146,0.000112,0.00010425,0.00012075,1.40491201780673e-05,6.40909090909091e-05,8.8e-05,3.2500000000000004e-05,0.0001005,5.035961585527543e-05
